category,size,Frequency
C7~41595,1,3
C7~39978,1,3
C6~18938,1,3
C7~38987,1,3
C5~5936,1,4
C6~19470,1,4
C7~42191,1,4
C6~19534,1,59
C7~42322,1,59
C6~19174,1,10
C7~40805,1,9
C6~19273,1,20
C7~41556,1,12
C7~41466,1,11
C7~41875,1,27
C7~40542,1,4
C7~42312,1,1
C7~40185,1,1
C6~19207,1,6
C7~41062,1,4
C7~41491,1,3
C7~41371,1,2
C7~39941,1,3
C7~40050,1,5
C6~19172,1,1
C7~40791,1,1
C6~18912,1,2
C7~38788,1,1
C7~38526,1,9
C6~19141,1,5
C7~40548,1,5
C6~19315,1,4
C7~41864,1,3
C6~19175,1,6
C7~40813,1,6
C6~18950,1,8
C7~39076,1,4
C7~41645,1,17
C7~42028,1,22
C5~5935,1,30
C6~19463,1,25
C7~42184,1,25
C5~5940,1,76
C6~19494,1,14
C7~42239,1,14
C5~5928,1,172
C6~19413,1,68
C7~42122,1,68
C6~19442,1,1
C7~42163,1,1
C7~41991,1,24
C6~19424,1,15
C7~42133,1,15
C7~41998,1,9
C6~19398,1,33
C7~42087,1,20
C6~19408,1,24
C7~42117,1,24
C6~19415,1,14
C7~42124,1,14
C6~19407,1,76
C7~42116,1,76
C6~19414,1,29
C7~42123,1,29
C5~5929,1,50
C6~19420,1,24
C7~42129,1,24
C6~19499,1,4
C7~42244,1,4
C6~19441,1,8
C7~42162,1,8
C7~42031,1,19
C6~19434,1,9
C7~42155,1,9
C7~42078,1,11
C7~42026,1,5
C7~42071,1,10
C5~5937,1,11
C6~19474,1,6
C7~42196,1,1
C7~42199,1,3
C7~42003,1,71
C6~19411,1,21
C7~42120,1,21
C5~5933,1,21
C6~19449,1,9
C7~42170,1,9
C7~42001,1,42
C7~42070,1,29
C6~19387,1,67
C7~42022,1,29
C6~19401,1,14
C7~42108,1,5
C6~19410,1,19
C7~42119,1,19
C7~42073,1,27
C6~19417,1,10
C7~42126,1,10
C6~19385,1,41
C7~42008,1,13
C6~19412,1,21
C7~42121,1,21
C6~19405,1,12
C7~42114,1,12
C7~42058,1,9
C7~42024,1,13
C6~19419,1,2
C7~42128,1,2
C6~19390,1,112
C7~42037,1,90
C7~42027,1,12
C7~42035,1,11
C7~42029,1,10
C6~19498,1,6
C7~42243,1,6
C6~19428,1,4
C7~42137,1,4
C6~19421,1,5
C7~42130,1,5
C7~42107,1,2
C6~19436,1,5
C7~42157,1,5
C7~42106,1,5
C7~42023,1,16
C7~42010,1,6
C7~42036,1,6
C6~19426,1,6
C7~42135,1,6
C7~42255,1,11
C6~19523,1,23
C7~42298,1,23
C6~19507,1,86
C7~42258,1,12
C6~19509,1,18
C7~42263,1,18
C7~42259,1,74
C6~19520,1,5
C7~42289,1,4
C6~19448,1,5
C7~42169,1,5
C6~19519,1,17
C7~42286,1,15
C6~19521,1,22
C7~42292,1,18
C5~5944,1,34
C6~19517,1,10
C7~42283,1,10
C6~19513,1,9
C7~42268,1,8
C7~42260,1,4
C7~42256,1,6
C5~5946,1,19
C6~19525,1,19
C7~42304,1,12
C7~38853,1,2
C6~19604,1,8
C7~42419,1,8
C7~38955,1,1
C7~38843,1,1
C7~38612,1,1
C6~19562,1,30
C7~42358,1,30
C5~5958,1,145
C6~19557,1,101
C7~42348,1,35
C7~42349,1,49
C6~19558,1,44
C7~42352,1,12
C7~42353,1,24
C7~42350,1,17
C7~42354,1,8
C4~1003,1,208
C5~5976,1,80
C6~19592,1,80
C7~42388,1,80
C5~5967,1,22
C6~19579,1,22
C7~42375,1,22
C5~5975,1,5
C6~19591,1,5
C7~42387,1,5
C5~5970,1,20
C6~19586,1,20
C7~42382,1,20
C5~5969,1,4
C6~19585,1,4
C7~42381,1,4
C5~5972,1,28
C6~19588,1,28
C7~42384,1,28
C7~42395,1,25
C6~19600,1,58
C7~42406,1,32
C6~19601,1,25
C7~42410,1,7
C7~42415,1,24
C7~42396,1,42
C7~42407,1,16
C7~42411,1,14
C6~19599,1,4
C7~42402,1,3
C7~42405,1,10
C7~44350,1,149
C7~44348,1,11
C6~20280,1,830
C7~44331,1,124
C6~20279,1,327
C7~44322,1,55
C7~44332,1,202
C5~6185,1,852
C6~20285,1,693
C7~44357,1,693
C6~20284,1,137
C7~44356,1,137
C7~44321,1,59
C7~44329,1,161
C7~44333,1,60
C7~44336,1,64
C7~44335,1,23
C7~44340,1,267
C7~44324,1,10
C7~44328,1,13
C6~20282,1,19
C7~44354,1,12
C7~44337,1,28
C7~44352,1,2
C6~20286,1,22
C7~44358,1,22
C7~44338,1,4
C7~44323,1,10
C5~6223,1,184
C6~20361,1,162
C7~44488,1,162
C5~6222,1,215
C6~20358,1,174
C7~44485,1,174
C6~20380,1,202
C7~44507,1,202
C5~6226,1,247
C6~20370,1,218
C7~44497,1,218
C6~20359,1,41
C7~44486,1,41
C6~20362,1,22
C7~44489,1,22
C5~6224,1,19
C6~20364,1,19
C7~44491,1,19
C5~6227,1,60
C6~20374,1,21
C7~44501,1,21
C5~6225,1,44
C6~20367,1,37
C7~44494,1,37
C6~20373,1,39
C7~44500,1,39
C6~20377,1,23
C7~44504,1,23
C6~20378,1,17
C7~44505,1,17
C6~20371,1,29
C7~44498,1,29
C1~19,1,1149
C2~36,1,1149
C4~1008,1,1149
C5~5998,1,183
C6~19637,1,35
C7~42480,1,19
C7~42479,1,2
C5~5997,1,161
C6~19635,1,2
C7~42474,1,1
C6~19639,1,65
C7~42489,1,48
C5~6002,1,683
C6~19654,1,679
C7~42549,1,679
C6~19633,1,14
C7~42466,1,3
C7~42467,1,10
C6~19634,1,145
C7~42469,1,11
C7~42470,1,78
C7~42471,1,51
C7~42477,1,2
C7~42478,1,2
C7~42481,1,2
C7~42486,1,8
C7~42487,1,6
C5~5999,1,112
C6~19642,1,84
C7~42496,1,81
C5~6000,1,6
C6~19644,1,6
C7~42499,1,1
C6~19638,1,83
C7~42483,1,32
C7~42488,1,3
C1~3,1,1274
C2~11,1,1274
C3~86,1,669
C4~1014,1,263
C5~6012,1,139
C6~19665,1,52
C7~42560,1,52
C4~1015,1,23
C5~6016,1,23
C6~19679,1,23
C7~42574,1,23
C6~19667,1,28
C7~42562,1,28
C5~6013,1,100
C6~19672,1,62
C7~42567,1,62
C6~19668,1,6
C7~42563,1,6
C6~19666,1,49
C7~42561,1,49
C6~19674,1,19
C7~42569,1,19
C5~6014,1,22
C6~19676,1,12
C7~42571,1,12
C6~19671,1,8
C7~42566,1,8
C6~19673,1,11
C7~42568,1,11
C6~19669,1,4
C7~42564,1,4
C4~1022,1,38
C5~6037,1,38
C6~19704,1,38
C7~42599,1,38
C4~1024,1,38
C5~6043,1,38
C6~19710,1,38
C7~42605,1,38
C4~1016,1,127
C5~6021,1,107
C6~19686,1,107
C7~42581,1,107
C4~1023,1,157
C5~6041,1,3
C6~19708,1,3
C7~42603,1,3
C5~6019,1,11
C6~19684,1,11
C7~42579,1,11
C5~6042,1,136
C6~19709,1,136
C7~42604,1,136
C7~4755,1,280
C6~1664,1,1019
C7~4770,1,590
C5~403,1,1183
C6~1645,1,1183
C7~4684,1,1183
C6~1663,1,682
C7~4765,1,52
C7~4764,1,222
C6~1662,1,905
C7~4757,1,604
C7~4766,1,32
C7~4769,1,350
C6~1648,1,140
C7~4694,1,140
C6~1669,1,503
C7~4782,1,503
C7~4754,1,661
C5~406,1,943
C6~1672,1,578
C7~4785,1,578
C6~1675,1,28
C7~4788,1,28
C6~1666,1,349
C7~4776,1,349
C6~1667,1,87
C7~4777,1,87
C7~4758,1,205
C6~1673,1,185
C7~4786,1,185
C6~1674,1,135
C7~4787,1,135
C6~1647,1,91
C7~4686,1,91
C7~4760,1,33
C7~4759,1,22
C7~4767,1,228
C7~4763,1,147
C7~4771,1,77
C6~1668,1,80
C7~4781,1,32
C4~65,1,1702
C5~422,1,165
C6~1764,1,165
C7~5012,1,165
C5~423,1,1191
C6~1771,1,228
C7~5029,1,228
C6~1676,1,17
C7~4789,1,17
C7~4780,1,24
C6~1766,1,189
C7~5014,1,189
C7~4779,1,22
C6~1650,1,16
C7~4699,1,16
C6~1772,1,65
C7~5030,1,65
C4~64,1,292
C5~419,1,196
C6~1746,1,50
C7~4949,1,45
C6~1774,1,110
C7~5032,1,110
C5~6015,1,2
C6~19678,1,2
C7~42573,1,2
C6~19677,1,10
C7~42572,1,10
C5~6020,1,6
C6~19685,1,6
C7~42580,1,6
C4~1018,1,8
C5~6024,1,6
C6~19689,1,6
C7~42584,1,6
C5~6029,1,1
C6~19694,1,1
C7~42589,1,1
C4~1020,1,4
C5~6032,1,3
C6~19699,1,1
C7~42594,1,1
C6~1749,1,99
C7~4956,1,80
C6~1748,1,22
C7~4954,1,22
C5~418,1,43
C6~1744,1,43
C7~4946,1,43
C6~1747,1,7
C7~4953,1,7
C5~420,1,53
C6~1754,1,17
C7~4969,1,17
C7~4957,1,19
C6~1755,1,33
C7~4970,1,33
C6~1750,1,18
C7~4958,1,18
C6~1769,1,180
C7~5025,1,180
C5~6038,1,17
C6~19705,1,17
C7~42600,1,17
C6~1775,1,40
C7~5033,1,40
C5~425,1,187
C6~1783,1,97
C7~5041,1,97
C6~1782,1,44
C7~5040,1,44
C6~1770,1,163
C7~5026,1,163
C5~424,1,159
C6~1777,1,30
C7~5035,1,30
C6~1773,1,165
C7~5031,1,165
C6~1779,1,110
C7~5037,1,110
C6~1781,1,46
C7~5039,1,46
C6~1767,1,20
C7~5023,1,20
C6~1768,1,27
C7~5024,1,27
C6~1778,1,19
C7~5036,1,19
C4~66,1,1730
C5~438,1,157
C6~1821,1,157
C7~5118,1,157
C5~439,1,461
C6~1823,1,103
C7~5120,1,103
C5~440,1,1112
C6~1837,1,334
C7~5148,1,87
C7~5147,1,108
C6~1835,1,248
C7~5134,1,36
C6~1824,1,219
C7~5121,1,219
C6~1836,1,523
C7~5141,1,73
C6~1826,1,97
C7~5123,1,97
C7~5142,1,260
C7~5133,1,81
C7~5135,1,101
C7~5137,1,14
C6~1825,1,39
C7~5122,1,39
C7~5146,1,109
C7~5140,1,100
C7~5143,1,43
C7~5144,1,29
C7~5136,1,16
C7~5149,1,30
C7~5139,1,16
C6~1753,1,3
C7~4968,1,3
C1~10,1,40845
C2~24,1,40845
C3~90,1,17508
C4~1155,1,2264
C5~6681,1,278
C6~20834,1,129
C7~44961,1,129
C5~6683,1,440
C6~20849,1,440
C7~45006,1,440
C5~6682,1,228
C6~20841,1,59
C7~44983,1,59
C5~6685,1,98
C6~20853,1,48
C7~45010,1,48
C4~1156,1,859
C5~6692,1,453
C6~20869,1,360
C7~45026,1,360
C3~91,1,23219
C4~1164,1,2854
C5~6740,1,965
C6~21204,1,672
C7~45446,1,672
C5~6687,1,361
C6~20862,1,115
C7~45019,1,115
C5~6686,1,366
C6~20855,1,211
C7~45012,1,211
C6~20861,1,217
C7~45018,1,217
C4~1159,1,11678
C5~6706,1,11678
C6~20949,1,11678
C7~45108,1,11678
C6~20842,1,103
C7~44987,1,103
C6~20840,1,66
C7~44979,1,66
C6~20835,1,131
C7~44964,1,131
C6~20836,1,18
C7~44968,1,18
C5~6688,1,29
C6~20863,1,29
C7~45020,1,29
C5~6684,1,81
C6~20850,1,81
C7~45007,1,81
C5~6693,1,362
C6~20878,1,123
C7~45035,1,123
C5~6690,1,15
C6~20865,1,15
C7~45022,1,15
C4~1165,1,606
C5~6749,1,129
C6~21237,1,48
C7~45485,1,47
C6~20868,1,62
C7~45025,1,62
C6~20852,1,50
C7~45009,1,50
C5~6689,1,365
C6~20864,1,365
C7~45021,1,365
C4~1157,1,506
C5~6699,1,181
C6~20928,1,51
C7~45085,1,51
C6~20856,1,117
C7~45013,1,117
C6~20879,1,239
C7~45036,1,239
C6~20871,1,31
C7~45028,1,31
C6~20857,1,15
C7~45014,1,15
C5~6695,1,42
C6~20902,1,25
C7~45059,1,25
C6~20858,1,20
C7~45015,1,20
C6~20930,1,130
C7~45087,1,130
C5~6680,1,3
C6~20832,1,3
C7~44959,1,3
C5~6700,1,324
C6~20934,1,205
C7~45091,1,205
C4~1162,1,794
C5~6726,1,409
C6~21133,1,31
C7~45325,1,31
C6~20900,1,12
C7~45057,1,12
C4~1168,1,1936
C5~6778,1,310
C6~21319,1,224
C7~45656,1,224
C6~20901,1,5
C7~45058,1,5
C5~6691,1,2
C6~20866,1,2
C7~45023,1,2
C6~20933,1,118
C7~45090,1,118
C6~21203,1,292
C7~45445,1,292
C5~6725,1,90
C6~21123,1,7
C7~45305,1,7
C6~21318,1,86
C7~45655,1,86
C5~6698,1,1
C6~20926,1,1
C7~45083,1,1
C6~20935,1,1
C7~45092,1,1
C4~1158,1,2201
C5~6705,1,2201
C6~20948,1,2201
C7~45107,1,2201
C4~1171,1,1642
C5~6793,1,10
C6~21362,1,10
C7~45709,1,10
C4~1169,1,902
C5~6786,1,236
C6~21343,1,126
C7~45690,1,126
C5~6727,1,295
C6~21136,1,109
C7~45328,1,109
C4~1166,1,1531
C5~6753,1,965
C6~21250,1,863
C7~45512,1,863
C4~1167,1,1239
C5~6772,1,65
C6~21304,1,56
C7~45633,1,41
C5~6770,1,64
C6~21298,1,53
C7~45617,1,36
C4~1170,1,339
C5~6792,1,123
C6~21361,1,36
C7~45708,1,36
C5~6779,1,118
C6~21321,1,76
C7~45660,1,34
C5~6759,1,224
C6~21265,1,187
C7~45531,1,25
C4~1161,1,5876
C5~6713,1,1328
C6~21024,1,6
C7~45193,1,6
C5~6714,1,1229
C6~21036,1,288
C7~45208,1,288
C6~21042,1,10
C7~45214,1,10
C5~6710,1,394
C6~20986,1,43
C7~45155,1,43
C5~6747,1,24
C6~21232,1,24
C7~45474,1,24
C5~6782,1,429
C6~21330,1,35
C7~45675,1,35
C6~21139,1,24
C7~45331,1,24
C6~20979,1,101
C7~45148,1,101
C6~21043,1,49
C7~45215,1,49
C5~6762,1,91
C6~21274,1,77
C7~45553,1,29
C5~6711,1,197
C6~20999,1,4
C7~45168,1,4
C6~20980,1,7
C7~45149,1,7
C5~6756,1,217
C6~21257,1,217
C7~45519,1,217
C6~20990,1,59
C7~45159,1,59
C5~6719,1,280
C6~21099,1,280
C7~45274,1,280
C6~20977,1,120
C7~45146,1,120
C5~6766,1,60
C6~21286,1,55
C7~45587,1,2
C5~6716,1,254
C6~21071,1,100
C7~45243,1,100
C6~20992,1,39
C7~45161,1,39
C6~20993,1,9
C7~45162,1,9
C6~21137,1,86
C7~45329,1,86
C6~21025,1,540
C7~45194,1,540
C6~20982,1,7
C7~45151,1,7
C5~6717,1,599
C6~21073,1,136
C7~45245,1,136
C6~21132,1,335
C7~45324,1,335
C4~1163,1,5500
C5~6731,1,3799
C6~21165,1,15
C7~45377,1,15
C6~21331,1,220
C7~45676,1,220
C5~6784,1,99
C6~21339,1,99
C7~45686,1,99
C5~6754,1,183
C6~21252,1,164
C7~45514,1,164
C7~45659,1,42
C6~20978,1,36
C7~45147,1,36
C5~6777,1,484
C6~21316,1,456
C7~45653,1,456
C6~21034,1,274
C7~45206,1,274
C5~6776,1,187
C6~21311,1,47
C7~45648,1,47
C5~6715,1,191
C6~21049,1,31
C7~45221,1,31
C6~21312,1,140
C7~45649,1,140
C6~21324,1,12
C7~45668,1,5
C6~21041,1,27
C7~45213,1,27
C5~6718,1,905
C6~21088,1,130
C7~45260,1,130
C6~21095,1,36
C7~45267,1,36
C6~21016,1,231
C7~45185,1,231
C5~6763,1,153
C6~21277,1,129
C7~45561,1,63
C6~21079,1,12
C7~45251,1,12
C5~6773,1,77
C6~21307,1,57
C7~45641,1,34
C7~45529,1,70
C6~21044,1,153
C7~45216,1,153
C6~21018,1,179
C7~45187,1,179
C6~21026,1,50
C7~45195,1,50
C5~6780,1,51
C6~21325,1,51
C7~45670,1,51
C7~45585,1,30
C6~20994,1,5
C7~45163,1,5
C6~20983,1,6
C7~45152,1,6
C5~6709,1,215
C6~20959,1,3
C7~45118,1,3
C6~21162,1,722
C7~45374,1,722
C6~21047,1,47
C7~45219,1,47
C6~21019,1,28
C7~45188,1,28
C6~21332,1,52
C7~45677,1,52
C6~21057,1,23
C7~45229,1,23
C6~21329,1,57
C7~45674,1,57
C6~21056,1,2
C7~45228,1,2
C6~21050,1,6
C7~45222,1,6
C6~21089,1,36
C7~45261,1,36
C5~6787,1,335
C6~21345,1,286
C7~45692,1,286
C6~21037,1,27
C7~45209,1,27
C6~21039,1,19
C7~45211,1,19
C5~6757,1,26
C6~21259,1,10
C7~45521,1,10
C5~6790,1,212
C6~21355,1,165
C7~45702,1,165
C7~45555,1,6
C6~21097,1,351
C7~45269,1,351
C6~21027,1,163
C7~45196,1,163
C5~6788,1,331
C6~21349,1,98
C7~45696,1,98
C6~21249,1,102
C7~45511,1,102
C5~6768,1,126
C6~21292,1,98
C7~45601,1,40
C6~21075,1,162
C7~45247,1,162
C5~6760,1,126
C6~21268,1,110
C7~45537,1,35
C5~6781,1,14
C6~21326,1,14
C7~45671,1,14
C6~21163,1,1348
C7~45375,1,1348
C6~21045,1,305
C7~45217,1,305
C5~6783,1,244
C6~21337,1,113
C7~45684,1,94
C6~21276,1,24
C7~45558,1,24
C6~20964,1,20
C7~45123,1,20
C5~6765,1,11
C6~21283,1,11
C7~45577,1,10
C6~21342,1,110
C7~45689,1,110
C6~21328,1,65
C7~45673,1,65
C5~6751,1,392
C6~21244,1,182
C7~45501,1,68
C7~45563,1,21
C6~20955,1,23
C7~45114,1,23
C6~21060,1,92
C7~45232,1,92
C6~21264,1,37
C7~45526,1,37
C6~21062,1,26
C7~45234,1,26
C6~21336,1,8
C7~45681,1,8
C6~21086,1,115
C7~45258,1,115
C5~6741,1,151
C6~21213,1,151
C7~45455,1,151
C6~21353,1,26
C7~45700,1,26
C6~20953,1,70
C7~45112,1,70
C6~21306,1,20
C7~45638,1,20
C6~21322,1,24
C7~45663,1,22
C7~45669,1,7
C7~45562,1,25
C6~21348,1,233
C7~45695,1,233
C5~6761,1,77
C6~21271,1,73
C7~45546,1,27
C7~45539,1,3
C5~6755,1,140
C6~21256,1,45
C7~45518,1,45
C6~21261,1,15
C7~45523,1,15
C6~21260,1,1
C7~45522,1,1
C6~21022,1,20
C7~45191,1,20
C6~21084,1,153
C7~45256,1,153
C6~21038,1,30
C7~45210,1,30
C6~21078,1,6
C7~45250,1,6
C6~21077,1,8
C7~45249,1,8
C5~6735,1,1661
C6~21185,1,774
C7~45420,1,774
C6~21040,1,25
C7~45212,1,25
C6~21090,1,49
C7~45262,1,49
C7~45586,1,14
C6~21297,1,11
C7~45614,1,11
C6~21334,1,93
C7~45679,1,93
C7~45545,1,29
C6~21087,1,36
C7~45259,1,36
C6~20991,1,27
C7~45160,1,27
C5~6720,1,201
C6~21100,1,201
C7~45275,1,201
C6~21083,1,83
C7~45255,1,83
C6~21267,1,16
C7~45534,1,16
C5~6769,1,30
C6~21294,1,7
C7~45606,1,7
C5~6771,1,51
C6~21300,1,8
C7~45622,1,8
C6~21303,1,9
C7~45630,1,9
C6~21273,1,14
C7~45550,1,14
C6~21270,1,4
C7~45542,1,4
C6~21096,1,59
C7~45268,1,59
C6~21315,1,21
C7~45652,1,21
C6~21081,1,11
C7~45253,1,11
C5~6767,1,26
C6~21289,1,19
C7~45593,1,9
C6~21301,1,43
C7~45625,1,31
C6~21295,1,23
C7~45609,1,17
C6~21140,1,76
C7~45332,1,76
C6~21335,1,27
C7~45680,1,27
C6~20996,1,4
C7~45165,1,4
C6~21020,1,49
C7~45189,1,49
C5~6797,1,169
C6~21366,1,169
C7~45713,1,169
C6~20962,1,45
C7~45121,1,45
C6~21035,1,22
C7~45207,1,22
C5~6712,1,68
C6~21005,1,10
C7~45174,1,10
C7~45602,1,36
C7~45604,1,18
C7~45532,1,31
C6~21255,1,95
C7~45517,1,95
C6~20954,1,9
C7~45113,1,9
C6~21003,1,13
C7~45172,1,13
C6~21021,1,16
C7~45190,1,16
C6~21092,1,42
C7~45264,1,42
C7~45530,1,52
C6~21023,1,16
C7~45192,1,16
C6~21093,1,25
C7~45265,1,25
C6~21091,1,22
C7~45263,1,22
C6~21080,1,13
C7~45252,1,13
C6~20988,1,47
C7~45157,1,47
C6~20963,1,5
C7~45122,1,5
C6~20981,1,15
C7~45150,1,15
C6~21076,1,12
C7~45248,1,12
C6~21291,1,28
C7~45598,1,28
C5~6774,1,35
C6~21308,1,35
C7~45645,1,35
C6~21015,1,7
C7~45184,1,7
C7~45538,1,42
C7~45564,1,14
C7~45588,1,7
C6~21285,1,5
C7~45582,1,5
C5~6764,1,23
C6~21280,1,23
C7~45570,1,4
C7~45572,1,2
C7~45554,1,24
C7~45556,1,15
C7~45540,1,24
C7~45634,1,10
C6~20997,1,4
C7~45166,1,4
C6~20984,1,9
C7~45153,1,9
C6~21001,1,44
C7~45170,1,44
C7~45642,1,17
C7~45578,1,1
C7~45569,1,16
C5~6746,1,50
C6~21231,1,50
C7~45473,1,50
C6~21167,1,847
C7~45382,1,847
C7~45610,1,3
C7~45626,1,5
C6~21017,1,23
C7~45186,1,23
C5~6730,1,40
C6~21152,1,40
C7~45356,1,40
C6~21184,1,808
C7~45419,1,808
C5~6743,1,800
C6~21225,1,731
C7~45467,1,731
C5~6708,1,15
C6~20951,1,15
C7~45110,1,15
C5~6739,1,723
C6~21198,1,481
C7~45440,1,481
C6~21067,1,5
C7~45239,1,5
C6~21346,1,49
C7~45693,1,49
C6~21338,1,3
C7~45685,1,3
C6~21323,1,6
C7~45666,1,4
C6~21166,1,256
C7~45380,1,115
C6~20957,1,25
C7~45116,1,25
C6~21058,1,61
C7~45230,1,61
C6~21288,1,7
C7~45590,1,7
C6~20995,1,2
C7~45164,1,2
C7~45636,1,3
C6~21066,1,6
C7~45238,1,6
C6~21352,1,10
C7~45699,1,10
C6~21006,1,3
C7~45175,1,3
C6~21004,1,6
C7~45173,1,6
C6~21008,1,3
C7~45177,1,3
C6~21014,1,24
C7~45183,1,24
C6~21012,1,4
C7~45181,1,4
C6~21009,1,2
C7~45178,1,2
C6~21010,1,2
C7~45179,1,2
C7~45620,1,3
C7~45644,1,3
C6~21061,1,13
C7~45233,1,13
C5~6750,1,83
C6~21239,1,52
C7~45488,1,2
C7~45618,1,9
C6~20960,1,7
C7~45119,1,7
C6~21314,1,7
C7~45651,1,7
C7~45584,1,2
C7~45560,1,6
C7~45528,1,9
C7~45552,1,2
C6~21360,1,87
C7~45707,1,87
C7~45594,1,6
C7~45628,1,2
C7~45665,1,2
C6~21253,1,19
C7~45515,1,19
C6~21054,1,2
C7~45226,1,2
C6~21053,1,7
C7~45225,1,7
C5~6791,1,4
C6~21357,1,2
C7~45704,1,2
C6~21154,1,288
C7~45358,1,288
C6~21158,1,315
C7~45367,1,315
C7~45379,1,46
C6~21186,1,76
C7~45424,1,42
C7~45423,1,28
C6~21153,1,4
C7~45357,1,4
C7~45381,1,95
C7~45502,1,114
C6~21134,1,42
C7~45326,1,42
C6~21120,1,13
C7~45302,1,13
C6~21121,1,39
C7~45303,1,39
C6~21197,1,242
C7~45439,1,242
C6~21122,1,6
C7~45304,1,6
C6~21224,1,69
C7~45466,1,69
C7~45422,1,6
C5~6745,1,124
C6~21228,1,43
C7~45470,1,43
C6~21119,1,18
C7~45299,1,18
C6~21236,1,34
C7~45482,1,29
C6~21229,1,58
C7~45471,1,58
C5~6795,1,111
C6~21364,1,111
C7~45711,1,111
C7~45489,1,48
C6~21235,1,47
C7~45478,1,8
C6~21241,1,12
C7~45495,1,12
C6~21240,1,19
C7~45492,1,18
C7~45481,1,5
C6~21245,1,48
C7~45505,1,45
C6~21243,1,99
C7~45499,1,78
C6~21246,1,63
C7~45508,1,58
C7~45498,1,21
C7~45507,1,5
C7~45504,1,3
C5~6794,1,1350
C6~21363,1,1350
C7~45710,1,1350
C1~16,1,7838
C2~32,1,7838
C3~92,1,3973
C4~1179,1,1303
C5~6829,1,526
C6~21490,1,135
C7~46047,1,135
C6~21489,1,371
C7~46046,1,371
C5~6828,1,413
C6~21484,1,347
C7~46036,1,347
C4~1176,1,2133
C5~6815,1,416
C6~21438,1,44
C7~45949,1,44
C4~1175,1,536
C5~6809,1,160
C6~21416,1,103
C7~45886,1,103
C5~6818,1,322
C6~21452,1,322
C7~45969,1,322
C6~21415,1,57
C7~45885,1,57
C5~6830,1,341
C6~21495,1,94
C7~46052,1,94
C5~6819,1,230
C6~21453,1,230
C7~45970,1,230
C6~21436,1,188
C7~45944,1,32
C6~21481,1,26
C7~46028,1,26
C5~6816,1,688
C6~21444,1,227
C7~45961,1,227
C6~21488,1,20
C7~46045,1,20
C5~6817,1,476
C6~21451,1,319
C7~45968,1,319
C6~21445,1,143
C7~45962,1,143
C5~6831,1,18
C6~21496,1,18
C7~46053,1,18
C6~21494,1,171
C7~46051,1,171
C7~45942,1,152
C6~21446,1,89
C7~45963,1,89
C6~21449,1,125
C7~45966,1,125
C6~21442,1,40
C7~45959,1,40
C5~6807,1,206
C6~21405,1,124
C7~45860,1,88
C6~21406,1,82
C7~45867,1,38
C3~93,1,3792
C4~1184,1,1081
C5~6865,1,238
C6~21582,1,238
C7~46212,1,238
C5~6808,1,33
C6~21411,1,24
C7~45881,1,24
C7~45861,1,36
C6~21437,1,88
C7~45948,1,88
C6~21439,1,96
C7~45950,1,96
C4~1185,1,920
C5~6875,1,87
C6~21598,1,87
C7~46230,1,87
C6~21443,1,189
C7~45960,1,189
C5~6810,1,137
C6~21418,1,134
C7~45888,1,134
C7~45868,1,44
C6~21483,1,22
C7~46035,1,22
C6~21492,1,34
C7~46049,1,34
C6~21493,1,42
C7~46050,1,42
C6~21482,1,18
C7~46034,1,18
C6~21419,1,3
C7~45889,1,3
C6~21412,1,5
C7~45882,1,5
C6~21450,1,29
C7~45967,1,29
C7~45943,1,4
C6~21448,1,3
C7~45965,1,3
C4~1183,1,1200
C5~6849,1,71
C6~21541,1,71
C7~46153,1,71
C5~6844,1,672
C6~21536,1,672
C7~46148,1,672
C5~6861,1,76
C6~21572,1,76
C7~46193,1,76
C5~6843,1,115
C6~21532,1,115
C7~46144,1,115
C5~6860,1,271
C6~21571,1,271
C7~46192,1,271
C5~6848,1,99
C6~21540,1,99
C7~46152,1,99
C5~6847,1,172
C6~21539,1,172
C7~46151,1,172
C5~6863,1,223
C6~21580,1,223
C7~46210,1,223
C5~6846,1,61
C6~21538,1,61
C7~46150,1,61
C4~1186,1,591
C5~6895,1,63
C6~21634,1,63
C7~46269,1,63
C5~6864,1,124
C6~21581,1,124
C7~46211,1,124
C5~6845,1,9
C6~21537,1,9
C7~46149,1,9
C5~6878,1,48
C6~21601,1,48
C7~46233,1,48
C5~6881,1,70
C6~21604,1,70
C7~46236,1,70
C5~6859,1,92
C6~21570,1,92
C7~46191,1,92
C5~6858,1,21
C6~21563,1,21
C7~46175,1,21
C5~6877,1,158
C6~21600,1,158
C7~46232,1,158
C5~6903,1,47
C6~21648,1,47
C7~46283,1,47
C5~6897,1,214
C6~21636,1,214
C7~46271,1,214
C5~6900,1,15
C6~21645,1,15
C7~46280,1,15
C5~6883,1,160
C6~21606,1,160
C7~46238,1,160
C5~6880,1,45
C6~21603,1,45
C7~46235,1,45
C5~6862,1,35
C6~21573,1,35
C7~46194,1,35
C5~6896,1,152
C6~21635,1,152
C7~46270,1,152
C5~6874,1,28
C6~21594,1,28
C7~46224,1,28
C5~6882,1,195
C6~21605,1,195
C7~46237,1,195
C5~6876,1,59
C6~21599,1,59
C7~46231,1,59
C5~6879,1,70
C6~21602,1,70
C7~46234,1,70
C5~6899,1,14
C6~21644,1,14
C7~46279,1,14
C5~6894,1,69
C6~21627,1,69
C7~46262,1,69
C5~6902,1,2
C6~21647,1,2
C7~46282,1,2
C5~6898,1,13
C6~21637,1,13
C7~46272,1,13
C1~17,1,385
C2~34,1,375
