Item,Freq,Size
5~1324,431,1
6~3056,155,1
7~7609,34,1
6~2043,253,1
7~11814,10,1
5~4970,75,1
6~10123,17,1
7~12770,7,1
5~10536,15,1
6~11211,12,1
7~14757,3,1
7~4353,92,1
7~13668,5,1
6~6521,23,1
7~6521,23,1
7~12115,9,1
7~3163,148,1
6~5757,58,1
7~8760,25,1
7~14758,3,1
7~14148,4,1
7~6522,46,1
7~16260,1,1
7~14149,4,1
6~14759,3,1
7~15445,2,1
7~7294,37,1
7~16261,1,1
7~9544,20,1
7~12116,9,1
7~7213,38,1
1~108,3744,1
2~108,3744,1
4~1266,452,1
5~14760,1,1
6~14760,1,1
7~14760,1,1
5~1421,132,1
6~1421,132,1
7~1421,132,1
5~7727,11,1
6~7727,11,1
7~7727,11,1
5~12117,3,1
6~12117,3,1
7~12117,3,1
5~1777,300,1
6~1199,237,1
7~1199,237,1
5~11212,4,1
6~11212,4,1
7~11212,4,1
6~3556,63,1
7~3556,63,1
5~14761,1,1
6~14761,1,1
7~14761,1,1
4~3463,79,1
5~3463,17,1
6~3463,17,1
7~3463,17,1
5~6170,17,1
6~6170,17,1
7~6170,17,1
5~6604,15,1
6~6604,15,1
7~6604,15,1
5~5646,20,1
6~5646,20,1
7~5646,20,1
5~8061,10,1
6~8061,10,1
7~8061,10,1
4~394,1135,1
5~394,148,1
6~394,148,1
7~394,148,1
5~1217,464,1
6~1217,3,1
7~1217,3,1
5~4920,76,1
6~4707,41,1
7~4707,41,1
6~9545,10,1
7~9545,10,1
6~6228,25,1
7~6228,25,1
6~2450,103,1
7~2450,103,1
6~4412,45,1
7~4412,45,1
5~3735,117,1
6~9546,10,1
7~9546,10,1
6~7368,18,1
7~7368,18,1
6~5456,32,1
7~5456,32,1
6~1772,151,1
7~1772,151,1
6~6363,24,1
7~6363,24,1
5~4413,90,1
6~8878,12,1
7~8878,12,1
6~9220,11,1
7~9220,11,1
6~6098,26,1
7~6098,26,1
5~2139,240,1
6~5183,35,1
7~5183,35,1
6~1935,135,1
7~1935,135,1
6~8062,15,1
7~8062,15,1
6~6229,25,1
7~6229,25,1
6~2094,123,1
7~2094,123,1
6~6848,21,1
7~6848,21,1
6~15446,1,1
7~15446,1,1
6~5758,29,1
7~5758,29,1
6~8303,14,1
7~8303,14,1
6~5974,27,1
7~5974,27,1
6~7610,17,1
7~7610,17,1
6~8063,15,1
7~8063,15,1
6~7214,19,1
7~7214,19,1
4~2000,179,1
5~2000,27,1
6~2000,27,1
7~2000,27,1
5~4015,104,1
6~10302,8,1
7~10302,8,1
5~6364,48,1
6~14150,2,1
7~14150,2,1
6~15447,1,1
7~15447,1,1
6~8879,12,1
7~8879,12,1
6~4354,46,1
7~4354,46,1
6~9547,10,1
7~9547,10,1
6~3972,53,1
7~3972,53,1
6~9221,11,1
7~9221,11,1
6~9906,9,1
7~9906,9,1
3~777,764,1
4~2046,252,1
5~2678,185,1
6~7295,37,1
7~14151,4,1
7~9548,20,1
6~5320,67,1
7~10124,17,1
7~7116,39,1
6~4752,81,1
7~8304,28,1
7~6789,43,1
5~5321,67,1
6~9393,21,1
7~12423,8,1
7~12424,8,1
7~10988,13,1
6~7296,37,1
7~12425,8,1
7~9394,21,1
6~12118,9,1
7~12119,9,1
7~11563,11,1
7~11815,10,1
7~13669,5,1
7~12426,8,1
3~676,910,1
4~6230,50,1
5~7297,37,1
6~5549,31,1
7~5549,31,1
5~10989,13,1
6~9222,11,1
7~9222,11,1
6~11213,6,1
7~11213,6,1
6~14152,2,1
7~14152,2,1
4~241,2914,1
5~241,9,1
6~241,9,1
7~241,9,1
5~345,637,1
6~345,637,1
7~345,637,1
5~118,2268,1
6~118,2268,1
7~118,2268,1
3~75,11906,1
4~1080,537,1
5~1080,1,1
6~1080,1,1
7~1080,1,1
5~2795,58,1
6~2795,58,1
7~2795,58,1
5~2911,55,1
6~2911,55,1
7~2911,55,1
5~486,423,1
6~486,423,1
7~486,423,1
4~33,15736,1
6~122,3251,1
7~122,3251,1
5~143,5613,1
6~143,1,1
7~143,1,1
5~2835,57,1
6~2835,57,1
7~2835,57,1
6~6365,24,1
7~6365,24,1
6~33,4938,1
7~33,4938,1
5~33,136,1
6~78,4637,1
7~78,4637,1
6~2140,120,1
7~2140,120,1
6~5861,28,1
7~5861,28,1
6~354,895,1
7~354,895,1
6~2189,117,1
7~2189,117,1
6~270,1273,1
7~270,1273,1
6~820,358,1
7~820,358,1
6~4628,42,1
7~4628,42,1
3~153,5010,1
4~804,586,1
5~804,48,1
6~804,48,1
7~804,48,1
5~2836,169,1
6~2836,1,1
7~2836,1,1
5~1537,359,1
6~1599,341,1
7~1599,1,1
6~3790,114,1
7~9223,22,1
5~11816,10,1
6~14153,2,1
7~14153,2,1
6~5975,54,1
7~14762,3,1
7~10990,13,1
7~6691,44,1
6~9907,18,1
7~16262,1,1
7~13149,6,1
7~9224,22,1
7~9225,22,1
7~3916,108,1
7~13670,5,1
7~9226,22,1
7~8615,26,1
6~10303,8,1
7~10303,8,1
7~11564,11,1
7~4629,84,1
7~4149,99,1
7~7215,38,1
4~142,5500,1
5~142,40,1
6~142,40,1
7~142,40,1
5~190,3799,1
6~190,4,1
7~190,4,1
6~1017,288,1
7~1017,288,1
6~12427,4,1
7~12427,4,1
6~259,1348,1
7~259,1348,1
5~376,1661,1
6~376,3,1
7~376,3,1
6~2022,256,1
7~3774,115,1
6~368,847,1
7~368,847,1
6~8064,15,1
7~8064,15,1
7~6523,46,1
6~426,722,1
7~426,722,1
7~4272,95,1
6~382,808,1
7~382,808,1
6~933,315,1
7~933,315,1
6~4921,76,1
7~8305,28,1
6~405,774,1
7~405,774,1
7~13150,6,1
7~6849,42,1
1~59,7838,1
2~59,7838,1
3~183,3973,1
4~312,2133,1
5~312,1,1
6~312,1,1
7~312,1,1
5~639,322,1
6~639,322,1
7~639,322,1
5~846,230,1
6~846,230,1
7~846,230,1
5~1194,476,1
6~2065,125,1
7~2065,125,1
5~1369,416,1
6~2584,96,1
7~2584,96,1
6~13151,3,1
7~13151,3,1
6~5759,29,1
7~5759,29,1
6~4493,44,1
7~4493,44,1
5~848,688,1
6~1834,143,1
7~1834,143,1
6~2757,89,1
7~2757,89,1
6~2781,88,1
7~2781,88,1
6~1473,189,1
7~1473,189,1
6~1258,227,1
7~1258,227,1
6~922,319,1
7~922,319,1
6~4787,40,1
7~4787,40,1
6~2635,188,1
7~3099,152,1
7~14154,4,1
7~7830,32,1
3~418,1508,1
4~419,1508,1
5~1440,307,1
6~1440,28,1
7~1440,28,1
6~3422,130,1
7~3422,1,1
6~8761,25,1
7~11817,5,1
7~6790,42,1
7~7831,16,1
7~5862,55,1
7~12428,4,1
6~3590,124,1
7~6457,47,1
7~9395,21,1
7~5863,56,1
7~7832,32,1
4~107,1873,1
5~107,1873,1
6~107,1873,1
7~107,1873,1
4~6605,45,1
5~12120,3,1
6~12120,3,1
7~12120,3,1
5~4753,27,1
6~4753,27,1
7~4753,27,1
5~6606,15,1
6~6606,15,1
7~6606,15,1
4~582,775,1
5~582,92,1
6~582,92,1
7~582,92,1
5~10305,16,1
6~8616,13,1
7~8616,13,1
6~14764,3,1
7~14765,3,1
5~880,667,1
6~5760,29,1
7~5760,29,1
6~4293,93,1
7~4293,1,1
6~6171,51,1
7~12121,9,1
7~9396,21,1
6~2079,248,1
7~6231,50,1
7~16263,1,1
6~9089,23,1
7~14158,4,1
7~10993,13,1
7~15450,2,1
7~16264,1,1
7~7369,36,1
7~7728,33,1
6~11215,12,1
7~16265,1,1
6~3814,113,1
7~13152,6,1
7~6524,46,1
7~7729,33,1
7~11566,11,1
7~12122,9,1
6~4189,98,1
7~10306,16,1
7~8478,27,1
7~12771,7,1
7~9549,20,1
7~9908,18,1
7~16266,1,1
7~7833,32,1
7~13153,6,1
7~10994,13,1
7~12123,9,1
7~11216,12,1
7~7611,34,1
7~13154,6,1
7~12124,9,1
7~8198,29,1
7~6850,42,1
7~6692,44,1
7~14159,4,1
7~8617,26,1
7~13155,6,1
4~219,2927,1
5~219,112,1
6~219,112,1
7~219,112,1
5~703,291,1
6~703,291,1
7~703,291,1
5~1312,432,1
6~1312,1,1
7~1312,1,1
5~352,599,1
6~352,599,1
7~352,599,1
5~165,1493,1
6~165,1493,1
7~165,1493,1
6~2636,94,1
7~2636,94,1
6~1442,195,1
7~1442,195,1
6~6366,24,1
7~6366,24,1
6~3704,59,1
7~3704,59,1
6~3705,59,1
7~3705,59,1
4~881,640,1
5~881,9,1
6~881,9,1
7~881,9,1
5~6172,17,1
6~6172,17,1
7~6172,17,1
5~1750,309,1
6~7834,16,1
7~7834,16,1
6~2735,90,1
7~2735,90,1
5~1754,305,1
6~1754,1,1
7~1754,1,1
6~1394,203,1
7~1394,203,1
6~12429,4,1
7~12429,4,1
6~2894,83,1
7~2894,83,1
6~3201,73,1
7~3201,73,1
6~3464,65,1
7~3464,65,1
6~3008,79,1
7~3008,79,1
5~8306,22,1
6~8306,2,1
7~8306,2,1
6~8479,9,1
7~8479,9,1
6~7730,11,1
7~7730,11,1
3~83,10850,1
4~306,1702,1
5~306,165,1
6~306,165,1
7~306,165,1
5~516,1191,1
6~516,4,1
7~516,4,1
5~3000,159,1
6~5647,30,1
7~5647,30,1
6~4788,40,1
7~4788,40,1
6~1532,180,1
7~1532,180,1
6~2307,110,1
7~2307,110,1
6~1474,189,1
7~1474,189,1
5~2652,187,1
6~4355,46,1
7~4355,46,1
6~7030,20,1
7~7030,20,1
6~7216,19,1
7~7216,19,1
6~1251,228,1
7~1251,228,1
6~3465,65,1
7~3465,65,1
6~2557,97,1
7~2557,97,1
6~4494,44,1
7~4494,44,1
6~1665,165,1
7~1665,165,1
6~1687,163,1
7~1687,163,1
6~2308,110,1
7~2308,110,1
6~5976,27,1
7~5976,27,1
2~132,6013,1
3~136,5817,1
4~2585,192,1
5~8880,8,1
6~8880,8,1
7~8880,8,1
5~8065,10,1
6~8065,10,1
7~8065,10,1
5~3064,154,1
6~3557,63,1
7~3557,63,1
5~9550,20,1
6~15451,1,1
7~15451,1,1
6~11818,5,1
7~11818,5,1
6~8618,13,1
7~8618,13,1
6~5711,59,1
7~5928,55,1
6~11217,6,1
7~11217,6,1
7~14160,4,1
6~8480,27,1
7~8481,27,1
4~6173,51,1
5~7731,11,1
6~7731,11,1
7~7731,11,1
5~3736,39,1
6~3736,39,1
7~3736,39,1
5~14766,1,1
6~14766,1,1
7~14766,1,1
4~489,960,1
5~489,96,1
6~489,96,1
7~489,96,1
5~4016,100,1
6~4016,2,1
7~4016,2,1
5~771,764,1
6~771,2,1
7~771,2,1
6~4852,39,1
7~4852,39,1
6~2509,198,1
7~13156,6,1
6~7117,39,1
7~7516,35,1
6~3706,59,1
7~3706,59,1
7~3217,145,1
6~7732,33,1
7~16267,1,1
6~2689,184,1
7~4971,75,1
6~5761,58,1
7~6051,53,1
6~5648,60,1
7~11819,10,1
7~11567,11,1
6~2713,182,1
7~14767,3,1
7~14161,4,1
7~10307,16,1
7~9397,21,1
7~3579,125,1
7~7370,36,1
7~7835,32,1
7~13672,5,1
7~4327,93,1
7~8199,29,1
7~6967,41,1
6~10308,8,1
7~10308,8,1
7~10995,13,1
4~6458,47,1
5~8881,8,1
6~8881,8,1
7~8881,8,1
5~4630,28,1
6~4630,28,1
7~4630,28,1
5~7733,11,1
6~7733,11,1
7~7733,11,1
2~6,35385,1
4~30,28702,1
5~30,3,1
6~30,3,1
7~30,3,1
5~72,12638,1
6~1065,546,1
7~1065,2,1
5~331,2006,1
6~3637,121,1
7~3637,1,1
5~963,606,1
6~11820,8,1
7~11820,2,1
6~2653,186,1
7~2653,1,1
6~3859,110,1
7~3859,1,1
6~1033,564,1
7~1033,1,1
5~222,3247,1
6~753,793,1
7~753,1,1
5~666,924,1
6~10537,12,1
7~10537,3,1
6~14162,3,1
7~14162,1,1
6~1816,291,1
7~4222,97,1
7~4853,78,1
5~172,4312,1
6~1916,270,1
7~1916,3,1
5~2887,167,1
6~11821,10,1
7~14163,4,1
6~5009,70,1
7~5009,4,1
5~5762,58,1
6~11822,10,1
7~15452,2,1
6~5184,70,1
7~11568,11,1
5~726,829,1
6~9909,16,1
7~9909,2,1
7~9742,19,1
7~14768,3,1
7~5092,72,1
6~12430,8,1
7~14769,3,1
6~8763,24,1
7~8763,1,1
6~12125,9,1
7~14770,3,1
5~6305,49,1
6~14771,3,1
7~16268,1,1
6~4241,95,1
7~4241,1,1
7~5864,56,1
7~15453,2,1
7~13673,5,1
6~15454,2,1
7~15455,2,1
6~3117,151,1
7~7734,33,1
6~5929,55,1
7~12126,9,1
7~3329,138,1
6~1074,543,1
7~1074,1,1
7~8307,28,1
7~7969,31,1
6~1142,506,1
7~1142,1,1
5~1478,376,1
6~10731,13,1
7~10731,1,1
6~12772,7,1
7~14164,4,1
6~12127,9,1
7~13157,6,1
7~3750,116,1
7~16269,1,1
6~2319,219,1
7~8482,27,1
6~7612,34,1
7~10538,15,1
6~3100,152,1
7~7118,39,1
7~13674,5,1
6~10996,12,1
7~10996,1,1
6~13675,4,1
7~13675,1,1
6~13676,5,1
7~14165,4,1
6~308,2163,1
7~308,7,1
6~3041,156,1
7~13677,5,1
6~401,1552,1
7~401,5,1
7~15456,2,1
7~12431,8,1
7~6099,52,1
7~12773,7,1
6~12432,7,1
7~12432,1,1
6~4708,80,1
7~4708,2,1
6~1207,470,1
7~1207,2,1
6~9910,18,1
7~11218,12,1
6~15457,2,1
7~16270,1,1
7~15458,2,1
7~14772,3,1
5~3348,137,1
6~4387,91,1
7~9090,23,1
6~13678,5,1
7~15459,2,1
6~8882,24,1
7~10309,16,1
7~12433,8,1
7~10310,16,1
7~8764,25,1
6~5054,73,1
7~13158,6,1
6~14166,4,1
7~16271,1,1
6~6968,40,1
7~6968,1,1
5~1930,271,1
6~7836,32,1
7~12128,9,1
6~15460,2,1
7~16272,1,1
6~16273,1,1
7~16274,1,1
6~10732,14,1
7~15461,2,1
7~13159,6,1
7~12434,8,1
6~11569,11,1
7~16275,1,1
6~16276,1,1
7~16277,1,1
6~14773,3,1
7~16278,1,1
6~9398,21,1
7~16279,1,1
7~16280,1,1
7~10733,14,1
6~1886,278,1
7~3917,108,1
5~6232,50,1
6~15462,2,1
7~16281,1,1
6~10997,13,1
7~12129,9,1
7~16282,1,1
6~6969,40,1
7~6969,1,1
7~12774,7,1
6~11219,11,1
7~11219,1,1
7~16283,1,1
7~16284,1,1
7~5055,73,1
7~3831,112,1
5~670,915,1
6~5865,54,1
7~5865,2,1
6~12130,6,1
7~12130,3,1
7~12435,8,1
7~11570,11,1
7~2763,177,1
6~454,1348,1
7~980,592,1
7~9399,21,1
7~9091,23,1
7~3832,112,1
7~2061,251,1
7~3149,149,1
7~16285,1,1
6~11571,11,1
7~14774,3,1
7~10734,14,1
7~15463,2,1
6~524,1140,1
7~524,15,1
6~468,1313,1
7~468,2,1
6~1797,295,1
7~1797,1,1
6~14167,4,1
7~16286,1,1
6~9743,19,1
7~12131,9,1
6~8483,27,1
7~11220,12,1
7~14775,3,1
7~14776,3,1
6~15464,2,1
7~15465,2,1
6~7119,38,1
7~7119,1,1
7~14777,3,1
6~1479,376,1
7~5093,72,1
6~11572,11,1
7~15466,2,1
7~15467,2,1
7~16287,1,1
7~13679,5,1
6~9551,20,1
7~14168,4,1
6~9400,21,1
7~14778,3,1
7~14779,3,1
7~12132,9,1
7~15468,2,1
7~6607,45,1
5~2174,236,1
6~4709,82,1
7~10311,16,1
6~12133,9,1
7~14780,3,1
6~7517,35,1
7~9744,19,1
7~16288,1,1
6~11823,10,1
7~16289,1,1
6~12436,8,1
7~16290,1,1
6~14781,3,1
7~14782,3,1
6~10735,14,1
7~13680,5,1
6~11824,10,1
7~13681,5,1
6~16291,1,1
7~16292,1,1
6~10998,13,1
7~11573,11,1
6~11221,8,1
7~11221,4,1
6~3558,126,1
7~6693,44,1
6~1489,373,1
7~3236,144,1
7~13160,6,1
7~13682,5,1
7~15469,2,1
7~4669,83,1
6~14783,3,1
7~15470,2,1
7~14169,4,1
7~15471,2,1
7~14784,3,1
5~1122,516,1
6~1790,296,1
7~1790,1,1
7~15472,2,1
7~918,641,1
6~1262,453,1
7~11574,11,1
7~970,600,1
7~12437,8,1
7~10736,14,1
7~4464,89,1
6~3687,119,1
7~6052,53,1
6~16293,1,1
7~16294,1,1
6~3218,145,1
7~7217,38,1
6~6608,45,1
7~10999,13,1
6~11825,10,1
7~15473,2,1
6~15474,2,1
7~16295,1,1
7~16296,1,1
7~14170,4,1
6~2336,217,1
7~5358,66,1
6~8200,28,1
7~8200,1,1
7~7371,36,1
6~3505,127,1
7~8484,27,1
7~1983,263,1
7~13161,6,1
6~7120,39,1
7~14171,4,1
6~10312,16,1
7~14785,3,1
7~14786,3,1
7~14787,3,1
6~8765,25,1
7~15475,2,1
7~15476,2,1
6~12775,7,1
7~15477,2,1
6~2212,231,1
7~7031,40,1
6~4972,72,1
7~13683,5,1
6~9401,21,1
7~15478,2,1
7~16297,1,1
7~11826,10,1
7~6970,41,1
6~13162,6,1
7~15479,2,1
6~8766,24,1
7~8766,1,1
7~16298,1,1
7~6459,47,1
7~5322,67,1
6~9745,19,1
7~12776,7,1
7~11575,11,1
7~8485,27,1
7~16299,1,1
7~3580,125,1
7~2009,258,1
7~8486,27,1
7~11222,12,1
6~2204,232,1
7~6367,48,1
6~15480,2,1
7~15481,2,1
7~11576,11,1
7~6791,43,1
6~12134,9,1
7~14172,4,1
6~3219,145,1
7~7121,39,1
7~15482,2,1
7~14173,4,1
6~9227,22,1
7~16300,1,1
7~8883,24,1
7~16301,1,1
7~15483,2,1
7~16302,1,1
7~15484,2,1
6~12777,7,1
7~14174,4,1
6~11827,10,1
7~16303,1,1
7~14788,3,1
7~14175,4,1
7~1791,297,1
7~1514,366,1
7~16304,1,1
7~15485,2,1
6~13684,5,1
7~15486,2,1
7~16305,1,1
7~16306,1,1
7~12438,8,1
6~8308,28,1
7~12778,7,1
6~15487,2,1
7~16307,1,1
6~16308,1,1
7~16309,1,1
6~12439,8,1
7~15488,2,1
7~11828,10,1
6~5273,68,1
7~11000,13,1
7~15489,2,1
7~16310,1,1
7~3901,109,1
7~5415,65,1
6~16311,1,1
7~16312,1,1
6~15490,2,1
7~16313,1,1
6~14176,4,1
7~14789,3,1
7~14790,3,1
7~10313,16,1
7~11223,12,1
7~4116,100,1
7~16314,1,1
7~10737,14,1
7~15491,2,1
7~12779,7,1
6~13685,5,1
7~15492,2,1
6~7735,33,1
7~13686,5,1
7~15493,2,1
7~15494,2,1
7~12135,9,1
6~16315,1,1
7~16316,1,1
5~870,675,1
6~3688,116,1
7~3688,3,1
6~3534,127,1
7~6233,50,1
6~11001,13,1
7~13687,5,1
7~16317,1,1
7~6851,42,1
7~4273,95,1
6~9552,20,1
7~12780,7,1
7~13163,6,1
7~4223,97,1
7~8201,29,1
6~2929,164,1
7~15495,2,1
6~4414,90,1
7~8487,27,1
7~10314,16,1
7~5359,66,1
7~12440,8,1
7~7736,33,1
6~5504,63,1
7~12441,8,1
6~7122,39,1
7~13688,5,1
7~16318,1,1
7~12781,7,1
7~13689,5,1
7~4922,76,1
7~3707,118,1
7~16319,1,1
7~829,711,1
7~646,957,1
7~5274,68,1
7~16320,1,1
7~16321,1,1
7~14791,3,1
6~14792,3,1
7~16322,1,1
7~14793,3,1
6~12782,7,1
7~16323,1,1
6~15496,2,1
7~16324,1,1
7~14794,3,1
7~14795,3,1
7~16325,1,1
7~13690,5,1
7~10539,15,1
7~7518,35,1
6~4897,74,1
7~4897,3,1
7~16326,1,1
6~15497,2,1
7~15498,2,1
6~12136,9,1
7~14796,3,1
7~16327,1,1
6~7519,35,1
7~14177,4,1
6~16328,1,1
7~16329,1,1
7~16330,1,1
7~12442,8,1
7~14178,4,1
7~14797,3,1
7~14798,3,1
6~16331,1,1
7~16332,1,1
7~16333,1,1
7~15499,2,1
7~13164,6,1
7~14179,4,1
6~13165,6,1
7~13166,6,1
6~15500,2,1
7~16334,1,1
7~14799,3,1
6~4068,100,1
7~4068,2,1
6~12137,9,1
7~12783,7,1
7~15501,2,1
6~15502,1,1
7~15502,1,1
6~8884,24,1
7~10127,17,1
7~5151,71,1
6~9092,23,1
7~15503,2,1
6~8066,27,1
7~8066,3,1
7~16335,1,1
7~9553,20,1
7~6609,45,1
6~10738,14,1
7~16336,1,1
7~16337,1,1
7~15504,2,1
6~240,2937,1
7~465,1324,1
6~9402,21,1
7~14800,3,1
7~16338,1,1
7~12784,7,1
7~8767,25,1
7~9403,21,1
7~7218,38,1
7~9746,19,1
6~4224,93,1
7~4224,4,1
6~7298,37,1
7~13167,6,1
7~14801,3,1
6~2010,258,1
7~11577,11,1
7~11829,10,1
7~11002,13,1
6~8309,28,1
7~11224,12,1
7~16339,1,1
6~11225,12,1
7~13168,6,1
6~15505,2,1
7~15506,2,1
7~13169,6,1
7~13170,6,1
6~1299,433,1
7~1299,4,1
6~6306,49,1
7~10128,17,1
7~12443,8,1
7~12785,7,1
6~9554,20,1
7~15507,2,1
7~15508,2,1
7~12444,8,1
6~16340,1,1
7~16341,1,1
7~12445,8,1
7~14180,4,1
7~10315,16,1
7~13171,6,1
7~5416,65,1
7~4150,99,1
6~16342,1,1
7~16343,1,1
7~16344,1,1
6~15509,2,1
7~16345,1,1
7~16346,1,1
6~14802,3,1
7~14803,3,1
6~1382,411,1
7~3315,139,1
7~14181,4,1
7~16347,1,1
7~11003,13,1
7~5056,73,1
6~4274,95,1
7~13172,6,1
6~16348,1,1
7~16349,1,1
6~16350,1,1
7~16351,1,1
6~11578,11,1
7~16352,1,1
7~12446,8,1
6~2764,176,1
7~2764,1,1
6~5360,57,1
7~5360,9,1
7~16353,1,1
6~3666,99,1
7~3666,21,1
6~7520,34,1
7~7520,1,1
6~9911,18,1
7~12138,9,1
7~16354,1,1
7~14182,4,1
7~13691,5,1
7~3485,129,1
7~2637,188,1
7~12786,7,1
7~12787,7,1
7~3860,111,1
7~1013,577,1
7~7837,32,1
7~1712,318,1
7~14183,4,1
7~10129,17,1
7~14184,4,1
7~12788,7,1
7~14804,3,1
6~13173,6,1
7~16355,1,1
7~13692,5,1
7~13693,5,1
7~16356,1,1
7~14185,4,1
7~14186,4,1
6~16357,1,1
7~16358,1,1
7~12789,7,1
7~14805,3,1
7~16359,1,1
7~16360,1,1
7~13694,5,1
7~12447,8,1
6~2812,172,1
7~2812,1,1
7~15510,2,1
7~16361,1,1
7~3689,119,1
7~2724,181,1
5~1325,431,1
6~14806,3,1
7~16362,1,1
6~16363,1,1
7~16364,1,1
7~14187,4,1
7~13695,5,1
6~14188,4,1
7~16365,1,1
7~14807,3,1
7~15511,2,1
7~10739,14,1
7~3505,1,1
7~16366,1,1
7~16367,1,1
7~10316,16,1
7~15512,2,1
7~8488,27,1
7~8489,27,1
6~11830,10,1
7~12790,7,1
7~14808,3,1
7~15513,2,1
7~14189,4,1
7~15514,2,1
7~10740,14,1
6~5505,63,1
7~13696,5,1
7~12139,9,1
7~12791,7,1
6~15515,2,1
7~15516,2,1
7~12140,9,1
7~13697,5,1
7~15517,2,1
7~13698,5,1
7~13699,5,1
7~14809,3,1
7~5275,68,1
7~4972,3,1
7~11226,12,1
7~8490,27,1
7~2725,181,1
7~16368,1,1
7~14810,3,1
7~14190,4,1
6~14811,2,1
7~14811,1,1
7~16369,1,1
6~16370,1,1
7~16371,1,1
7~14812,3,1
7~8310,28,1
6~13700,5,1
7~13701,5,1
6~11004,13,1
7~16372,1,1
7~5152,71,1
7~240,9,1
7~11005,13,1
7~9912,18,1
7~1747,310,1
7~590,1037,1
7~11831,10,1
7~3101,152,1
7~2847,170,1
7~13174,6,1
7~11579,11,1
7~3559,126,1
7~779,763,1
6~735,814,1
7~2272,223,1
6~8619,26,1
7~15518,2,1
6~16373,1,1
7~16374,1,1
6~12448,7,1
7~16375,1,1
7~15519,2,1
7~12141,9,1
6~6053,52,1
7~6053,1,1
7~15520,2,1
7~12792,7,1
7~5866,56,1
7~15521,2,1
7~4898,77,1
6~3264,140,1
7~3264,2,1
7~5457,64,1
7~6852,42,1
7~12449,8,1
7~9555,20,1
7~14191,4,1
7~14192,4,1
7~14193,4,1
7~16376,1,1
6~14813,3,1
7~14814,3,1
7~8768,25,1
7~3607,123,1
6~11227,12,1
7~14815,3,1
7~6853,42,1
6~7970,31,1
7~16377,1,1
6~16378,1,1
7~16379,1,1
6~16380,1,1
7~16381,1,1
7~13702,5,1
7~16382,1,1
7~16383,1,1
7~6971,41,1
7~11006,13,1
7~15522,2,1
7~4631,84,1
7~10130,17,1
7~12793,7,1
7~2736,180,1
6~12450,8,1
7~15523,2,1
6~14194,4,1
7~14816,3,1
7~16384,1,1
5~2023,256,1
6~9404,21,1
7~13175,6,1
7~9093,23,1
7~11228,12,1
7~12794,7,1
7~13176,6,1
6~16385,1,1
7~16386,1,1
7~13703,5,1
7~9913,18,1
6~15524,2,1
7~15525,2,1
6~16387,1,1
7~16388,1,1
7~13704,5,1
6~14817,3,1
7~14818,3,1
7~15526,2,1
7~13705,5,1
7~16389,1,1
7~13177,6,1
7~8311,28,1
7~3164,148,1
7~13178,6,1
7~14195,4,1
7~6174,51,1
7~14819,3,1
7~16390,1,1
7~10540,15,1
7~10541,15,1
7~15527,2,1
7~15528,2,1
7~16391,1,1
6~14820,3,1
7~14821,3,1
6~3506,116,1
7~5930,55,1
6~9747,19,1
7~14822,3,1
6~11007,12,1
7~11007,1,1
6~7299,35,1
7~7299,2,1
6~15529,2,1
7~16392,1,1
6~9094,23,1
7~12142,9,1
6~6460,47,1
7~11832,10,1
6~12143,9,1
7~12144,9,1
7~15530,2,1
6~3608,123,1
7~7521,35,1
6~9405,21,1
7~15531,2,1
7~12451,8,1
7~11580,11,1
7~11229,12,1
6~12795,7,1
7~16393,1,1
7~8312,28,1
7~12796,7,1
7~5417,65,1
7~5712,59,1
7~8313,28,1
7~13706,5,1
7~14823,3,1
7~11833,10,1
7~5010,74,1
7~12145,9,1
7~13707,5,1
7~11834,10,1
6~9556,20,1
7~14196,4,1
6~14824,3,1
7~15532,2,1
7~16394,1,1
7~16395,1,1
7~15533,2,1
7~14825,3,1
7~13179,6,1
7~3591,124,1
6~1075,544,1
7~2047,252,1
6~1737,309,1
7~1737,3,1
7~16396,1,1
6~14826,3,1
7~16397,1,1
7~15534,2,1
7~16398,1,1
7~15535,2,1
7~15536,2,1
7~9748,19,1
7~16399,1,1
7~16400,1,1
7~13708,5,1
7~10542,15,1
7~7613,34,1
7~16401,1,1
7~16402,1,1
6~13709,5,1
7~15537,2,1
7~14827,3,1
6~16403,1,1
7~16404,1,1
7~16405,1,1
7~16406,1,1
7~16407,1,1
7~15538,2,1
7~9406,21,1
7~14828,3,1
7~15539,2,1
7~8620,26,1
7~15540,2,1
7~13180,6,1
6~12797,7,1
7~14197,4,1
7~6972,41,1
7~11581,11,1
7~13710,5,1
7~16408,1,1
7~11582,11,1
7~8769,25,1
6~9914,18,1
7~10741,14,1
7~15541,2,1
7~16409,1,1
6~8202,29,1
7~14198,4,1
6~12452,8,1
7~14199,4,1
7~10543,15,1
6~7971,31,1
7~12453,8,1
7~12454,8,1
7~9407,21,1
7~5867,56,1
7~16410,1,1
7~12798,7,1
7~14200,4,1
7~12146,9,1
7~13711,5,1
7~13712,5,1
7~3581,125,1
7~8621,26,1
7~14201,4,1
7~5713,59,1
7~11230,12,1
7~8314,28,1
7~10742,14,1
7~6973,41,1
7~12448,1,1
7~11231,12,1
7~9749,19,1
7~14202,4,1
7~4495,88,1
7~1716,317,1
7~5763,58,1
7~1819,290,1
6~16411,1,1
7~16412,1,1
7~15542,2,1
7~16413,1,1
7~7219,38,1
7~2765,177,1
7~16414,1,1
