Item,Freq,Size
7~4101,20,1
5~2771,59,1
6~2771,59,1
7~2771,59,1
5~5803,58,1
6~9661,10,1
7~9661,10,1
6~4262,48,1
7~4262,48,1
5~1924,1,1
6~1924,1,1
7~1924,1,1
5~1433,131,1
6~1433,131,1
7~1433,131,1
7~6754,11,1
7~5900,14,1
7~7069,10,1
4~9485,21,1
5~8986,8,1
6~8986,8,1
7~8986,8,1
5~7165,13,1
6~7165,13,1
7~7165,13,1
5~1086,398,1
6~1086,47,1
7~1086,47,1
6~3620,121,1
7~3620,1,1
6~2741,180,1
7~10893,7,1
6~14489,4,1
7~15908,1,1
7~7682,17,1
7~7259,19,1
7~5298,34,1
7~5124,36,1
6~6560,46,1
7~8987,12,1
7~15909,1,1
7~13446,3,1
7~5390,33,1
7~5586,61,1
7~5391,33,1
7~4083,51,1
7~10444,8,1
7~5299,34,1
4~305,2199,1
5~895,659,1
6~5207,70,1
7~6070,53,1
5~458,1340,1
6~6022,27,1
7~6022,27,1
6~6141,26,1
7~6141,26,1
7~10200,17,1
5~2496,200,1
6~4313,47,1
7~4313,47,1
6~5125,36,1
7~5125,36,1
6~9662,10,1
7~9662,10,1
6~1114,523,1
7~5164,71,1
7~3071,154,1
6~760,790,1
7~2662,187,1
6~8707,13,1
7~8707,13,1
6~5300,34,1
7~5300,34,1
6~1890,278,1
7~11978,10,1
6~9663,10,1
7~9663,10,1
7~3061,155,1
7~8806,25,1
7~7326,37,1
7~6071,53,1
6~2071,249,1
7~3451,131,1
7~1032,566,1
7~2105,245,1
7~6813,43,1
7~6325,49,1
7~8708,26,1
7~4514,88,1
6~2829,86,1
7~2829,86,1
4~1661,304,1
5~1661,9,1
6~1661,9,1
7~1661,9,1
5~10445,16,1
6~9664,10,1
7~9664,10,1
6~13447,3,1
7~13447,3,1
6~13448,3,1
7~13448,3,1
5~4835,79,1
6~8147,15,1
7~8147,15,1
6~6023,27,1
7~6023,27,1
6~7327,37,1
7~11672,11,1
7~8709,26,1
5~2497,200,1
6~2550,195,1
7~15910,2,1
7~6561,46,1
6~13903,5,1
7~16871,1,1
7~14490,4,1
7~3195,147,1
4~4653,21,1
5~4653,21,1
6~4653,21,1
7~4653,21,1
4~495,1231,1
5~495,1,1
6~495,1,1
7~495,1,1
5~2161,238,1
6~8988,12,1
7~8988,12,1
6~3883,108,1
7~3883,2,1
6~10894,7,1
7~10894,7,1
5~2615,190,1
6~2315,110,1
7~2315,110,1
6~12632,4,1
7~12632,4,1
6~15911,1,1
7~15911,1,1
5~4583,86,1
6~4515,44,1
7~4515,44,1
6~9313,11,1
7~9313,11,1
6~4103,100,1
7~4103,1,1
6~5587,31,1
7~5587,31,1
6~9314,11,1
7~9314,11,1
7~6276,50,1
5~4314,94,1
6~4555,87,1
7~5588,62,1
7~10895,14,1
5~3024,158,1
6~4164,99,1
7~10632,15,1
6~14491,4,1
7~14492,4,1
7~16872,1,1
5~4683,83,1
6~10446,8,1
7~10446,8,1
6~6202,51,1
7~16873,1,1
7~15082,3,1
6~7448,36,1
7~8002,31,1
6~7166,39,1
7~8242,29,1
7~4726,82,1
6~15083,3,1
7~15084,3,1
6~12633,4,1
7~12633,4,1
6~3522,64,1
7~3522,64,1
7~8148,30,1
7~5901,56,1
7~11673,11,1
7~12922,7,1
6~15912,1,1
7~15912,1,1
7~12634,8,1
7~12274,9,1
7~13904,5,1
7~11979,10,1
5~1467,381,1
6~3497,129,1
7~4604,85,1
6~2053,252,1
7~2862,169,1
7~6755,44,1
7~10201,17,1
7~4684,83,1
7~4950,76,1
6~12635,8,1
7~14493,4,1
7~14494,4,1
6~11416,6,1
7~11416,6,1
4~1688,326,1
5~2291,222,1
6~7070,20,1
7~7070,20,1
6~4031,52,1
7~4031,52,1
6~8989,12,1
7~8989,12,1
5~8149,30,1
6~5690,30,1
7~5690,30,1
6~7449,18,1
7~7449,18,1
6~10896,7,1
7~10896,7,1
6~12636,4,1
7~12636,4,1
6~4084,51,1
7~4084,51,1
5~5029,74,1
6~7683,17,1
7~7683,17,1
6~10897,7,1
7~10897,7,1
6~8990,12,1
7~8990,12,1
6~11417,6,1
7~11417,6,1
6~7450,18,1
7~7450,18,1
6~8395,14,1
7~8395,14,1
6~8396,14,1
7~8396,14,1
6~13449,3,1
7~13449,3,1
6~12637,4,1
7~12637,4,1
6~10026,9,1
7~10026,9,1
6~6756,22,1
7~6756,22,1
6~11418,6,1
7~11418,6,1
4~1636,316,1
5~1636,7,1
6~1636,7,1
7~1636,7,1
5~3741,39,1
6~3741,39,1
7~3741,39,1
5~1188,160,1
6~1188,160,1
7~1188,160,1
5~1671,110,1
6~1671,110,1
7~1671,110,1
5~492,731,1
6~496,1,1
7~492,510,1
6~1139,509,1
6~2300,221,1
7~5249,69,1
7~3763,116,1
7~7786,33,1
7~13450,3,1
4~3110,38,1
5~3110,38,1
6~3110,38,1
7~3110,38,1
4~2616,151,1
5~2616,13,1
6~2616,13,1
7~2616,13,1
5~4165,99,1
6~13452,3,1
7~13452,3,1
6~2590,96,1
7~2590,96,1
5~7168,39,1
6~6429,24,1
7~6429,24,1
6~8150,15,1
7~8150,15,1
4~5589,62,1
5~8544,9,1
6~8544,9,1
7~8544,9,1
5~11420,4,1
6~11420,4,1
7~11420,4,1
5~7451,12,1
6~7451,12,1
7~7451,12,1
5~13453,2,1
6~13453,2,1
7~13453,2,1
5~13454,2,1
6~13454,2,1
7~13454,2,1
5~13455,2,1
6~13455,2,1
7~13455,2,1
5~13456,2,1
6~13456,2,1
7~13456,2,1
5~13457,2,1
6~13457,2,1
7~13457,2,1
5~10027,6,1
6~10027,6,1
7~10027,6,1
5~9487,7,1
6~9487,7,1
7~9487,7,1
5~7169,13,1
6~7169,13,1
7~7169,13,1
5~15086,1,1
6~15086,1,1
7~15086,1,1
4~2576,193,1
5~1360,180,1
6~3176,148,1
7~1360,180,1
5~11102,13,1
6~8710,13,1
7~8710,13,1
4~2816,134,1
5~2816,13,1
6~2816,13,1
7~2816,13,1
5~6024,54,1
6~12638,4,1
7~12638,4,1
6~4440,45,1
7~4440,45,1
5~5339,67,1
6~4208,49,1
7~4208,49,1
6~13458,3,1
7~13458,3,1
6~8711,13,1
7~8711,13,1
6~15915,1,1
7~15915,1,1
6~14498,2,1
7~14498,2,1
6~12639,4,1
7~12639,4,1
4~1619,85,1
5~1619,85,1
6~1619,85,1
7~1619,85,1
4~266,2534,1
5~266,11,1
6~266,11,1
7~266,11,1
5~13459,2,1
6~13459,2,1
7~13459,2,1
5~887,664,1
6~1249,229,1
7~1249,229,1
6~898,328,1
7~898,328,1
6~6913,21,1
7~6913,21,1
6~15916,1,1
7~15916,1,1
6~15917,1,1
7~15917,1,1
5~560,1087,1
6~8712,13,1
7~8712,13,1
6~1210,430,1
7~1210,42,1
6~912,644,1
7~9146,23,1
7~974,598,1
7~1573,350,1
6~4654,84,1
7~7452,36,1
5~290,770,1
6~290,770,1
7~290,770,1
7~9147,23,1
7~6430,48,1
7~7260,38,1
4~956,611,1
5~5126,72,1
6~3600,62,1
7~3600,62,1
5~2742,180,1
6~3939,108,1
7~13907,5,1
5~1538,359,1
6~3885,110,1
7~15088,3,1
7~6477,47,1
7~11675,11,1
6~5127,72,1
7~9489,21,1
7~15089,3,1
7~7915,32,1
7~11676,11,1
7~7170,39,1
6~2072,249,1
7~9490,21,1
6~9666,10,1
7~9666,10,1
7~11103,13,1
7~6642,45,1
7~10203,17,1
7~3621,123,1
7~4003,105,1
7~9491,21,1
7~11421,12,1
7~11981,10,1
4~10028,18,1
5~8151,10,1
6~8151,10,1
7~8151,10,1
5~10633,5,1
6~10633,5,1
7~10633,5,1
5~12277,3,1
6~12277,3,1
7~12277,3,1
4~228,796,1
5~228,796,1
6~228,796,1
7~228,796,1
4~583,1003,1
5~583,15,1
6~583,15,1
7~583,15,1
5~522,388,1
6~522,388,1
7~522,388,1
5~817,240,1
6~817,240,1
7~817,240,1
5~563,360,1
6~563,360,1
7~563,360,1
4~5340,64,1
5~5340,1,1
6~5340,1,1
7~5340,1,1
5~5524,21,1
6~5524,21,1
7~5524,21,1
5~5835,19,1
6~5835,19,1
7~5835,19,1
5~6203,17,1
6~6203,17,1
7~6203,17,1
5~10029,6,1
6~10029,6,1
7~10029,6,1
4~569,905,1
5~802,732,1
6~802,1,1
7~802,1,1
5~569,53,1
6~569,53,1
7~569,53,1
5~3680,120,1
6~10447,16,1
7~16875,1,1
6~5128,71,1
7~5128,1,1
7~12278,9,1
6~11422,12,1
7~15918,2,1
7~10634,15,1
7~11423,12,1
7~11982,10,1
6~7453,36,1
7~12640,8,1
6~1604,339,1
7~1604,3,1
7~4905,77,1
7~6326,49,1
7~10448,16,1
7~5250,69,1
6~2577,192,1
7~2577,1,1
7~6643,45,1
6~6914,21,1
7~6914,21,1
7~7171,39,1
6~2936,164,1
7~8398,28,1
7~11424,12,1
7~2617,190,1
7~6025,54,1
7~3963,107,1
7~4727,82,1
4~77,2911,1
5~77,2911,1
6~77,2911,1
7~77,2911,1
7~4370,23,1
7~7071,10,1
7~4516,22,1
4~3271,109,1
5~3271,11,1
6~3271,11,1
7~3271,11,1
5~4880,26,1
6~4880,26,1
7~4880,26,1
5~15090,1,1
6~15090,1,1
7~15090,1,1
5~7787,11,1
6~7787,11,1
7~7787,11,1
5~2743,60,1
6~2743,60,1
7~2743,60,1
4~1508,350,1
5~1508,6,1
6~1508,6,1
7~1508,6,1
5~4990,75,1
6~7261,19,1
7~7261,19,1
5~1944,269,1
6~3822,112,1
7~3822,1,1
7~8003,31,1
6~3844,56,1
7~3844,56,1
7~10899,14,1
7~10900,14,1
6~3035,157,1
7~5525,63,1
7~12641,8,1
7~7454,36,1
7~9317,22,1
7~11983,10,1
7~9318,22,1
7~7455,36,1
7~11425,12,1
4~765,715,1
5~2414,70,1
6~2414,70,1
7~2414,70,1
5~7788,33,1
6~13460,3,1
7~13460,3,1
5~4810,80,1
6~7456,18,1
7~7456,18,1
5~2877,56,1
6~2877,56,1
7~2877,56,1
5~4441,30,1
6~4441,30,1
7~4441,30,1
5~3742,117,1
6~4141,50,1
7~4141,50,1
5~8545,27,1
6~12642,4,1
7~12642,4,1
5~765,23,1
6~765,23,1
7~765,23,1
6~8713,13,1
7~8713,13,1
5~3436,132,1
6~7457,18,1
7~7457,18,1
6~8992,12,1
7~8992,12,1
6~11984,5,1
7~11984,5,1
6~9667,10,1
7~9667,10,1
6~6915,21,1
7~6915,21,1
6~6916,21,1
7~6916,21,1
6~6277,25,1
7~6277,25,1
6~6563,23,1
7~6563,23,1
5~3196,147,1
6~4142,100,1
7~6478,47,1
6~5129,36,1
7~5129,36,1
6~9319,11,1
7~9319,11,1
6~6917,21,1
7~6918,21,1
6~4728,41,1
7~4728,41,1
7~8993,24,1
7~8243,29,1
6~2436,104,1
7~2436,104,1
4~1977,264,1
5~2167,237,1
6~2472,203,1
7~4057,103,1
7~8004,31,1
7~5251,69,1
6~7684,34,1
7~14499,4,1
5~8546,27,1
6~11104,10,1
7~11104,3,1
7~10901,14,1
7~10449,16,1
7~12924,7,1
6~10204,17,1
7~15091,3,1
7~10902,14,1
4~4032,104,1
5~12925,7,1
6~14500,2,1
7~14500,2,1
5~15919,2,1
6~14501,2,1
7~14501,2,1
5~10205,17,1
6~10206,17,1
7~15920,2,1
7~10635,15,1
6~13908,5,1
7~13909,5,1
5~12279,9,1
6~11985,9,1
7~11985,1,1
5~13461,6,1
6~13462,6,1
7~16876,1,1
7~13910,5,1
5~8244,29,1
6~8399,28,1
7~8400,28,1
6~16877,1,1
7~16878,1,1
7~12643,8,1
5~13463,6,1
6~13464,6,1
7~13465,6,1
5~8401,28,1
6~10450,16,1
7~11986,10,1
7~13466,6,1
6~11426,12,1
7~11427,12,1
7~1779,75,1
4~7458,36,1
5~10636,5,1
6~10636,5,1
7~10636,5,1
5~5691,20,1
6~5691,20,1
7~5691,20,1
5~7789,11,1
6~7789,11,1
7~7789,11,1
4~421,1464,1
5~1873,280,1
6~6431,24,1
7~6431,24,1
5~3694,119,1
6~10903,7,1
7~10903,7,1
5~6278,50,1
6~11987,5,1
7~11987,5,1
5~12926,7,1
6~14502,2,1
7~14502,2,1
5~421,2,1
6~421,2,1
7~421,2,1
5~11988,10,1
6~14503,2,1
7~14503,2,1
6~10030,9,1
7~10030,9,1
5~2038,254,1
6~5030,37,1
7~5030,37,1
6~11989,5,1
7~11989,5,1
6~11990,5,1
7~11990,5,1
5~1626,339,1
6~7916,16,1
7~7916,16,1
6~11991,5,1
7~11991,5,1
6~7262,19,1
7~7262,19,1
5~3544,127,1
6~8152,15,1
7~8152,15,1
6~9320,11,1
7~9320,11,1
6~5130,36,1
7~5130,36,1
6~7685,17,1
7~7685,17,1
6~8402,14,1
7~8402,14,1
6~11992,5,1
7~11992,5,1
6~15921,1,1
7~15921,1,1
6~14504,2,1
7~14504,2,1
6~11428,6,1
7~11428,6,1
6~9321,11,1
7~9321,11,1
5~4209,98,1
6~10031,9,1
7~10031,9,1
6~11993,5,1
7~11993,5,1
6~10451,8,1
7~10451,8,1
6~11994,5,1
7~11994,5,1
6~12644,4,1
7~12644,4,1
6~8994,12,1
7~8994,12,1
6~15922,1,1
7~15922,1,1
6~15923,1,1
7~15923,1,1
6~10032,9,1
7~10032,9,1
6~8403,14,1
7~8403,14,1
6~15924,1,1
7~15924,1,1
5~4951,76,1
6~9322,11,1
7~9322,11,1
6~8153,15,1
7~8153,15,1
6~8714,13,1
7~8714,13,1
6~9668,10,1
7~9668,10,1
6~12645,4,1
7~12645,4,1
6~10033,9,1
7~10033,9,1
6~7263,19,1
7~7263,19,1
6~7264,19,1
7~7264,19,1
6~7917,16,1
7~7917,16,1
6~10904,7,1
7~10904,7,1
6~11995,5,1
7~11995,5,1
6~13467,3,1
7~13467,3,1
6~7459,18,1
7~7459,18,1
6~14505,2,1
7~14505,2,1
6~15925,1,1
7~15925,1,1
5~4085,102,1
6~10452,8,1
7~10452,8,1
6~12646,4,1
7~12646,4,1
6~10905,7,1
7~10905,7,1
6~15926,1,1
7~15926,1,1
6~14506,2,1
7~14506,2,1
6~9323,11,1
7~9323,11,1
6~9324,11,1
7~9324,11,1
6~7265,19,1
7~7265,19,1
6~5031,37,1
7~5031,37,1
6~7460,18,1
7~7460,18,1
6~12647,4,1
7~12647,4,1
6~10034,9,1
7~10034,9,1
6~10906,7,1
7~10906,7,1
6~14507,2,1
7~14507,2,1
6~13468,3,1
7~13468,3,1
6~11429,6,1
7~11429,6,1
6~14508,2,1
7~14508,2,1
6~13469,3,1
7~13469,3,1
6~10453,8,1
7~10453,8,1
6~5131,36,1
7~5131,36,1
6~6920,21,1
7~6920,21,1
6~14509,2,1
7~14509,2,1
6~12648,4,1
7~12648,4,1
6~8404,14,1
7~8404,14,1
6~8154,15,1
7~8154,15,1
6~9325,11,1
7~9325,11,1
6~12649,4,1
7~12649,4,1
6~3210,73,1
7~3210,73,1
6~11430,6,1
7~11430,6,1
6~15927,1,1
7~15927,1,1
6~7918,16,1
7~7918,16,1
6~11431,6,1
7~11431,6,1
6~11432,6,1
7~11432,6,1
6~10035,9,1
7~10035,9,1
6~10036,9,1
7~10036,9,1
6~8995,12,1
7~8995,12,1
6~7919,16,1
7~7919,16,1
6~7072,20,1
7~7072,20,1
6~12650,4,1
7~12650,4,1
6~14510,2,1
7~14510,2,1
6~10907,7,1
7~10907,7,1
6~14511,2,1
7~14511,2,1
6~15928,1,1
7~15928,1,1
6~10037,9,1
7~10037,9,1
6~5132,36,1
7~5132,36,1
6~11433,6,1
7~11433,6,1
6~10038,9,1
7~10038,9,1
6~11996,5,1
7~11996,5,1
6~12651,4,1
7~12651,4,1
6~9326,11,1
7~9326,11,1
6~10908,7,1
7~10908,7,1
6~8405,14,1
7~8405,14,1
6~14512,2,1
7~14512,2,1
6~8996,12,1
7~8996,12,1
6~11434,6,1
7~11434,6,1
6~3475,65,1
7~3475,65,1
6~8406,14,1
7~8406,14,1
6~14513,2,1
7~14513,2,1
6~12652,4,1
7~12652,4,1
6~11435,6,1
7~11435,6,1
6~11436,6,1
7~11436,6,1
6~7920,16,1
7~7920,16,1
6~10039,9,1
7~10039,9,1
6~4729,41,1
7~4729,41,1
6~10454,8,1
7~10454,8,1
6~11997,5,1
7~11997,5,1
6~9327,11,1
7~9327,11,1
6~14514,2,1
7~14514,2,1
6~14515,2,1
7~14515,2,1
6~11998,5,1
7~11998,5,1
6~12653,4,1
7~12653,4,1
6~11437,6,1
7~11437,6,1
6~11438,6,1
7~11438,6,1
6~4143,50,1
7~4143,50,1
6~15929,1,1
7~15929,1,1
6~9669,10,1
7~9669,10,1
6~15930,1,1
7~15930,1,1
6~14516,2,1
7~14516,2,1
6~9328,11,1
7~9328,11,1
6~13470,3,1
7~13470,3,1
6~10040,9,1
7~10040,9,1
6~15931,1,1
7~15931,1,1
6~12654,4,1
7~12654,4,1
6~13471,3,1
7~13471,3,1
6~14517,2,1
7~14517,2,1
6~15932,1,1
7~15932,1,1
6~8715,13,1
7~8715,13,1
6~13472,3,1
7~13472,3,1
6~12655,4,1
7~12655,4,1
6~6564,23,1
7~6564,23,1
6~13473,3,1
7~13473,3,1
6~12656,4,1
7~12656,4,1
6~9670,10,1
7~9670,10,1
6~10041,9,1
7~10041,9,1
6~8716,13,1
7~8716,13,1
6~15933,1,1
7~15933,1,1
6~15934,1,1
7~15934,1,1
6~15935,1,1
7~15935,1,1
6~9329,11,1
7~9329,11,1
6~15936,1,1
7~15936,1,1
4~572,1033,1
5~1070,547,1
6~6757,22,1
7~6757,22,1
6~6142,26,1
7~6142,26,1
6~7921,16,1
7~7921,16,1
6~1715,159,1
7~1715,159,1
6~3523,64,1
7~3523,64,1
5~6072,53,1
6~7461,18,1
7~7461,18,1
5~10637,15,1
6~9330,11,1
7~9330,11,1
6~7922,16,1
7~7922,16,1
5~8005,31,1
6~6921,21,1
7~6921,21,1
5~572,9,1
6~572,9,1
7~572,9,1
6~7266,19,1
7~7266,19,1
6~8407,28,1
7~10042,18,1
7~12927,7,1
5~1423,132,1
6~1423,132,1
7~1423,132,1
6~5526,63,1
7~10455,16,1
7~9814,19,1
5~3385,45,1
6~3385,45,1
7~3385,45,1
6~9671,10,1
7~9671,10,1
7~15092,3,1
6~11105,13,1
7~15937,2,1
7~11677,11,1
5~3367,136,1
6~11439,6,1
7~11439,6,1
7~8408,28,1
5~2551,65,1
6~2551,65,1
7~2551,65,1
6~14518,2,1
7~14518,2,1
6~7686,17,1
7~7686,17,1
6~8717,13,1
7~8717,13,1
6~2498,100,1
7~2498,100,1
6~14519,2,1
7~14519,2,1
6~3681,120,1
7~10909,14,1
6~7462,36,1
7~13474,6,1
7~9492,21,1
7~4606,85,1
7~8155,30,1
4~337,1944,1
5~337,4,1
6~337,4,1
7~337,4,1
5~2142,80,1
6~2142,80,1
7~2142,80,1
5~2744,60,1
6~2744,60,1
7~2744,60,1
5~381,1634,1
6~381,1,1
7~381,1,1
6~4881,39,1
7~4881,39,1
6~7267,19,1
7~7267,19,1
6~818,359,1
7~818,359,1
6~2903,83,1
7~2903,83,1
6~2329,109,1
7~2329,109,1
6~688,450,1
7~688,450,1
6~13475,3,1
7~13475,3,1
5~2904,166,1
6~6922,21,1
7~6922,21,1
6~6279,25,1
7~6279,25,1
6~10456,8,1
7~10456,8,1
6~1639,168,1
7~1639,168,1
6~8718,13,1
7~8718,13,1
6~9331,11,1
7~9331,11,1
6~11999,5,1
7~11999,5,1
6~1680,164,1
7~1680,164,1
6~3572,63,1
7~3572,63,1
6~11440,6,1
7~11440,6,1
6~2162,119,1
7~2162,119,1
6~4086,51,1
7~4086,51,1
6~6565,23,1
7~6565,23,1
6~12000,5,1
7~12000,5,1
6~4371,46,1
7~4371,46,1
6~13476,3,1
7~13476,3,1
6~11441,6,1
7~11441,6,1
4~406,1481,1
5~406,21,1
6~406,21,1
7~406,21,1
5~3498,43,1
6~3498,43,1
7~3498,43,1
5~1003,439,1
6~1003,71,1
7~1003,71,1
5~2006,260,1
6~4517,44,1
7~4517,44,1
5~389,534,1
6~389,534,1
7~389,534,1
6~4584,43,1
7~4584,43,1
6~6432,24,1
7~6432,24,1
5~2878,166,1
6~2878,1,1
7~2878,1,1
6~2330,109,1
7~2330,109,1
6~1234,232,1
7~1234,232,1
6~6280,25,1
7~6280,25,1
6~5301,34,1
7~5301,34,1
6~8156,15,1
7~8156,15,1
6~10457,8,1
7~10457,8,1
6~1925,136,1
7~1925,136,1
6~9672,10,1
7~9672,10,1
6~2745,90,1
7~2745,90,1
6~14520,2,1
7~14520,2,1
6~7073,20,1
7~7073,20,1
6~15938,1,1
7~15938,1,1
5~10043,18,1
6~7463,18,1
7~7463,18,1
4~6644,45,1
5~9493,7,1
6~9493,7,1
7~9493,7,1
5~9148,23,1
6~9332,11,1
7~9332,11,1
6~8997,12,1
7~8997,12,1
5~10638,15,1
6~11442,6,1
7~11442,6,1
6~10044,9,1
7~10044,9,1
7~1493,93,1
7~658,234,1
7~2591,48,1
4~587,260,1
5~587,260,1
6~587,260,1
7~587,260,1
4~218,2631,1
5~218,213,1
6~218,213,1
7~218,213,1
5~328,673,1
6~328,673,1
7~328,673,1
5~257,927,1
6~257,927,1
7~257,927,1
5~276,818,1
6~276,818,1
7~276,818,1
4~659,234,1
5~659,234,1
6~659,234,1
7~659,234,1
4~424,1064,1
5~10458,16,1
6~10910,7,1
7~10910,7,1
5~424,130,1
6~424,130,1
7~424,130,1
5~2338,217,1
6~4518,44,1
7~4518,44,1
5~1553,355,1
6~2993,80,1
7~2993,80,1
6~6026,27,1
7~6026,27,1
6~5392,33,1
7~5392,33,1
5~3764,116,1
6~6027,54,1
7~12001,10,1
6~6566,23,1
7~6566,23,1
6~10045,9,1
7~10045,9,1
7~10046,18,1
7~15093,3,1
7~12002,10,1
5~3782,115,1
6~11443,6,1
7~11443,6,1
6~9673,10,1
7~9673,10,1
6~12928,7,1
7~15939,2,1
6~5032,74,1
7~14521,4,1
6~2521,99,1
7~2521,99,1
6~8409,14,1
7~8409,14,1
5~3783,115,1
6~7074,20,1
7~7074,20,1
7~12929,7,1
6~11444,6,1
7~11444,6,1
6~6028,27,1
7~6028,27,1
6~5590,62,1
7~8547,27,1
7~15094,3,1
7~10459,16,1
7~9815,19,1
6~5692,30,1
7~5692,30,1
6~6029,54,1
7~10911,14,1
6~6758,22,1
7~6758,22,1
6~5946,55,1
7~16879,1,1
7~15940,2,1
7~5208,70,1
6~8998,12,1
7~8998,12,1
7~13477,6,1
7~7075,40,1
6~10047,9,1
7~10047,9,1
6~5591,31,1
7~5591,31,1
7~6030,54,1
6~3886,55,1
7~3886,55,1
6~9674,10,1
7~9674,10,1
6~5209,35,1
7~5209,35,1
6~10048,18,1
7~12003,10,1
7~13478,6,1
7~15941,2,1
6~15942,1,1
7~15942,1,1
4~4401,58,1
5~4401,11,1
6~4401,11,1
7~4401,11,1
5~3622,41,1
6~3622,41,1
7~3622,41,1
5~13479,6,1
6~12004,5,1
7~12004,5,1
6~15943,1,1
7~15943,1,1
4~17,11678,1
5~17,11678,1
6~17,11678,1
7~17,11678,1
5~573,960,1
6~573,32,1
7~573,32,1
6~1730,314,1
7~6923,36,1
6~1022,574,1
7~1698,161,1
7~8808,25,1
7~5133,36,1
6~7076,40,1
7~14522,4,1
7~13480,6,1
7~6479,47,1
7~3682,60,1
7~12931,7,1
7~3573,126,1
7~2054,237,1
7~7464,18,1
7~12932,7,1
7~3601,62,1
7~4811,40,1
7~4812,40,1
7~7923,16,1
6~58,15509,1
7~773,768,1
7~58,87,1
7~236,3038,1
7~348,623,1
7~251,2828,1
7~3049,156,1
7~7549,35,1
7~3368,136,1
7~6924,42,1
7~1718,317,1
7~888,663,1
7~2730,181,1
7~2195,234,1
7~295,2248,1
7~3724,118,1
7~2785,176,1
7~1848,284,1
7~594,1033,1
7~2031,255,1
7~2830,172,1
7~1271,451,1
7~1909,275,1
7~2347,216,1
7~4402,91,1
7~1387,409,1
7~1762,305,1
7~4167,99,1
7~1945,269,1
4~4372,23,1
5~4372,23,1
6~4372,23,1
7~4372,23,1
4~2437,157,1
5~1391,136,1
6~1391,136,1
7~1391,136,1
5~15100,1,1
6~15100,1,1
7~15100,1,1
5~2437,17,1
6~2437,17,1
7~2437,17,1
5~12284,3,1
6~12284,3,1
7~12284,3,1
7~4952,19,1
4~2645,170,1
5~2536,170,1
6~2056,84,1
7~2056,84,1
6~7791,11,1
7~7791,11,1
6~10639,5,1
7~10639,5,1
6~11449,4,1
7~11449,4,1
6~6031,18,1
7~6031,18,1
6~3574,42,1
7~3574,42,1
6~2645,6,1
7~2536,2,1
7~11450,4,1
4~3545,127,1
5~6926,14,1
6~6926,14,1
7~6926,14,1
5~1627,113,1
6~1627,113,1
7~1627,113,1
4~15101,3,1
5~12285,3,1
6~12285,3,1
7~12285,3,1
4~1242,434,1
5~1242,9,1
6~1242,9,1
7~1242,9,1
5~1343,425,1
6~1429,197,1
7~1429,197,1
6~6433,24,1
7~6433,24,1
6~4656,42,1
7~4656,42,1
6~14528,2,1
7~14528,2,1
6~5211,35,1
7~5211,35,1
6~5482,32,1
7~5482,32,1
6~2675,93,1
7~2675,93,1
4~851,686,1
5~2183,235,1
6~4210,49,1
7~4210,49,1
6~3726,59,1
7~3726,59,1
6~2039,127,1
7~2039,127,1
5~1946,269,1
6~7689,30,1
7~7689,4,1
6~4588,86,1
7~11451,12,1
6~3353,135,1
7~3353,2,1
6~7468,18,1
7~7468,18,1
7~5038,74,1
7~5431,65,1
7~8812,25,1
7~8723,26,1
7~11680,11,1
7~13487,6,1
5~7690,34,1
6~13488,6,1
7~16885,1,1
7~16886,1,1
5~4104,101,1
6~7691,34,1
7~7692,34,1
6~9150,23,1
7~9151,23,1
6~9678,10,1
7~9678,10,1
7~15955,2,1
5~9818,19,1
6~9819,19,1
7~16887,1,1
6~9335,22,1
7~10054,18,1
6~12939,7,1
7~16888,1,1
7~13920,5,1
6~12286,9,1
7~12660,8,1
6~13489,5,1
7~13489,1,1
7~14529,4,1
7~9001,24,1
7~11452,12,1
7~13490,6,1
7~14530,4,1
6~9820,17,1
7~9820,2,1
7~14531,4,1
7~16889,1,1
7~16890,1,1
6~15956,2,1
7~15957,2,1
5~8410,28,1
6~8724,26,1
7~15958,2,1
7~9152,23,1
7~16891,1,1
7~10640,15,1
6~15959,2,1
7~16892,1,1
7~16893,1,1
4~14532,4,1
5~15102,3,1
6~14533,2,1
7~14533,2,1
6~15960,1,1
7~15960,1,1
5~15103,1,1
6~15103,1,1
7~15103,1,1
4~2529,197,1
5~2970,54,1
6~2970,54,1
7~2970,54,1
5~3342,46,1
6~3342,46,1
7~3342,46,1
5~4004,35,1
6~4004,35,1
7~4004,35,1
5~5252,23,1
6~5252,23,1
7~5252,23,1
5~3743,39,1
6~3743,39,1
7~3743,39,1
5~985,586,1
6~985,1,1
7~985,1,1
6~9002,8,1
7~9002,8,1
6~12287,3,1
7~12287,3,1
6~1578,116,1
7~1578,116,1
6~447,458,1
7~447,458,1
7~498,308,1
7~899,164,1
4~5903,14,1
5~5903,14,1
6~5903,14,1
7~5903,14,1
4~1434,393,1
5~3387,45,1
6~3387,45,1
7~3387,45,1
5~902,218,1
6~902,218,1
7~902,218,1
5~1445,130,1
6~1445,130,1
7~1445,130,1
4~1824,289,1
5~3647,122,1
6~12011,5,1
7~12011,5,1
6~12661,4,1
7~12661,4,1
5~4589,86,1
6~9003,12,1
7~9003,12,1
6~12012,5,1
7~12012,5,1
5~4767,81,1
6~8725,13,1
7~8725,13,1
6~9679,10,1
7~9679,10,1
6~13491,3,1
7~13491,3,1
6~13492,3,1
7~13492,3,1
6~10917,7,1
7~10917,7,1
6~7924,16,1
7~7924,16,1
