"SYMBOL","PREV. CLOSE ","IEP","CHNG","%CHNG","FINAL ","FINAL QUANTITY ","VALUE (₹ Crores)","FFM CAP (₹ Crores)","NM 52W H ","NM 52W L "
"NPST","1,439.35","1,444.00","4.65","0.32","1,444.00","200","0.03","-","2,840.00","580.00"
"SUVENPHAR","634.60","636.65","2.05","0.32","636.65","30","-","-","768.00","469.45"
"NIACL","233.25","234.00","0.75","0.32","234.00","3,307","0.08","-","324.70","113.90"
"DMART","4,537.35","4,551.90","14.55","0.32","4,551.90","675","0.31","-","4,924.20","3,437.35"
"CHEMFAB","546.25","548.00","1.75","0.32","548.00","6","-","-","744.00","301.00"
"BAJAJHCARE","296.55","297.50","0.95","0.32","297.50","70","-","-","513.40","275.70"
"GRAPHITE","578.45","580.30","1.85","0.32","580.30","1,227","0.07","-","709.40","310.00"
"HITECH","125.10","125.50","0.40","0.32","125.50","667","0.01","-","170.00","71.00"
"VISHWARAJ","15.80","15.85","0.05","0.32","15.85","1,476","-","-","22.30","14.10"
"SCHAND","238.90","239.65","0.75","0.31","239.65","1,717","0.04","-","335.00","185.05"
"BAJAJCON","239.20","239.95","0.75","0.31","239.95","847","0.02","-","271.00","180.90"
"COALINDIA","494.45","496.00","1.55","0.31","496.00","12,533","0.62","-","507.35","223.25"
"MUTHOOTFIN","1,708.25","1,713.60","5.35","0.31","1,713.60","272","0.05","-","1,763.00","1,104.00"
"KEI","4,171.15","4,184.00","12.85","0.31","4,184.00","76","0.03","-","4,350.00","1,984.20"
"NAUKRI","6,257.85","6,277.00","19.15","0.31","6,277.00","57","0.04","-","6,545.00","3,972.05"
"FEDERALBNK","163.65","164.15","0.50","0.31","164.15","11,760","0.19","-","170.30","121.00"
"J&KBANK","131.35","131.75","0.40","0.30","131.75","4,098","0.05","-","152.50","54.10"
"DIAMONDYD","837.70","840.25","2.55","0.30","840.25","11","-","-","1,450.00","758.00"
"HUDCO","263.10","263.90","0.80","0.30","263.90","28,306","0.75","-","277.90","54.40"
"SANOFI","8,673.75","8,700.00","26.25","0.30","8,700.00","13","0.01","-","9,380.00","6,755.05"
"JLHL","1,160.45","1,163.95","3.50","0.30","1,163.95","8","-","-","1,653.95","970.00"
"ZUARIIND","315.30","316.25","0.95","0.30","316.25","233","0.01","-","374.20","136.10"
"EIDPARRY","631.10","633.00","1.90","0.30","633.00","205","0.01","-","666.75","452.35"
"TATACOMM","1,818.50","1,823.95","5.45","0.30","1,823.95","202","0.04","-","2,084.65","1,265.00"
"IFBIND","1,412.75","1,416.95","4.20","0.30","1,416.95","341","0.05","-","1,720.25","787.80"
"GIPCL","185.35","185.90","0.55","0.30","185.90","81","-","-","237.50","92.30"
"DLF","842.50","845.00","2.50","0.30","845.00","2,144","0.18","-","967.60","463.05"
"WESTLIFE","862.00","864.55","2.55","0.30","864.55","36","-","-","1,024.95","708.95"
"BLAL","254.50","255.25","0.75","0.29","255.25","31","-","-","377.45","136.00"
"SHREECEM","25,415.20","25,489.95","74.75","0.29","25,489.95","6","0.02","-","30,737.75","22,605.60"
"KOLTEPATIL","479.60","481.00","1.40","0.29","481.00","99","-","-","585.00","300.00"
"PIIND","3,615.40","3,625.95","10.55","0.29","3,625.95","204","0.07","-","4,040.00","3,220.00"
"FIVESTAR","704.05","706.10","2.05","0.29","706.10","126","0.01","-","876.55","533.50"
"CIPLA","1,478.65","1,482.95","4.30","0.29","1,482.95","1,376","0.20","-","1,519.00","942.30"
"BPCL","656.05","657.95","1.90","0.29","657.95","12,164","0.80","-","687.95","331.45"
"DEN","52.00","52.15","0.15","0.29","52.15","2,234","0.01","-","69.40","31.40"
"SHAREINDIA","1,533.60","1,538.00","4.40","0.29","1,538.00","216","0.03","-","2,026.40","1,170.00"
"ADANIGREEN","1,929.50","1,935.00","5.50","0.29","1,935.00","2,298","0.44","-","2,018.95","815.55"
"TCS","3,847.05","3,858.00","10.95","0.28","3,858.00","9,361","3.61","-","4,254.75","3,156.00"
"JAYBARMARU","105.60","105.90","0.30","0.28","105.90","636","0.01","-","144.00","65.86"
"JSWINFRA","283.20","284.00","0.80","0.28","284.00","19,697","0.56","-","290.45","142.20"
"INFY","1,471.35","1,475.50","4.15","0.28","1,475.50","10,656","1.57","-","1,733.00","1,262.25"
"ANGELONE","2,582.75","2,590.00","7.25","0.28","2,590.00","680","0.18","-","3,896.00","1,280.45"
"TRIDHYA","35.70","35.80","0.10","0.28","35.80","6,000","0.02","-","55.00","25.55"
"ABFRL","286.10","286.90","0.80","0.28","286.90","4,467","0.13","-","297.80","192.95"
"IDBI","89.65","89.90","0.25","0.28","89.90","24,832","0.22","-","98.70","53.10"
"ESAFSFB","53.80","53.95","0.15","0.28","53.95","3,178","0.02","-","82.40","53.30"
"HCL-INSYS","17.95","18.00","0.05","0.28","18.00","804","-","-","26.40","13.30"
"STLTECH","127.65","128.00","0.35","0.27","128.00","6,705","0.09","-","179.05","110.10"
"CANTABIL","219.45","220.05","0.60","0.27","220.05","229","0.01","-","278.80","180.55"
"HINDMOTORS","36.60","36.70","0.10","0.27","36.70","7,494","0.03","-","48.60","12.65"
"MMTC","73.40","73.60","0.20","0.27","73.60","4,665","0.03","-","101.90","29.80"
"KMSUGAR","36.75","36.85","0.10","0.27","36.85","172","-","-","46.50","25.55"
"KIMS","1,820.40","1,825.35","4.95","0.27","1,825.35","123","0.02","-","2,356.40","1,518.95"
"GODREJIND","846.70","849.00","2.30","0.27","849.00","864","0.07","-","990.00","462.55"
"OMAXE","92.25","92.50","0.25","0.27","92.50","136","-","-","122.45","42.05"
"VIRINCHI","36.95","37.05","0.10","0.27","37.05","1,819","0.01","-","53.70","28.25"
"SIEMENS","7,215.15","7,234.50","19.35","0.27","7,234.50","420","0.30","-","7,387.20","3,246.00"
"CHOLAHLDNG","1,120.60","1,123.60","3.00","0.27","1,123.60","119","0.01","-","1,296.00","781.65"
"BAJFINANCE","6,895.50","6,913.95","18.45","0.27","6,913.95","1,430","0.99","-","8,192.00","6,187.80"
"CONCOR","1,103.05","1,106.00","2.95","0.27","1,106.00","1,442","0.16","-","1,119.90","629.20"
"SONACOMS","636.30","638.00","1.70","0.27","638.00","1,429","0.09","-","718.85","488.10"
"IBULHSGFIN","168.65","169.10","0.45","0.27","169.10","18,631","0.32","-","208.90","72.67"
"ATUL","5,886.55","5,902.25","15.70","0.27","5,902.25","20","0.01","-","7,589.90","5,730.00"
"ELECTCAST","169.45","169.90","0.45","0.27","169.90","3,380","0.06","-","208.00","45.50"
"RKFORGE","698.15","700.00","1.85","0.26","700.00","256","0.02","-","814.70","365.00"
"MRF","1,30,953.75","1,31,300.00","346.25","0.26","1,31,300.00","10","0.13","-","1,51,445.00","96,067.55"
"JIOFIN","360.05","361.00","0.95","0.26","361.00","59,018","2.13","-","394.70","202.80"
"NAM-INDIA","607.40","609.00","1.60","0.26","609.00","472","0.03","-","623.95","237.55"
"VILINBIO","19.00","19.05","0.05","0.26","19.05","4,000","0.01","-","30.45","18.10"
"DCXINDIA","323.15","324.00","0.85","0.26","324.00","1,919","0.06","-","393.00","196.65"
"MOIL","495.20","496.50","1.30","0.26","496.50","2,826","0.14","-","555.70","151.55"
"GSPL","290.30","291.05","0.75","0.26","291.05","1,540","0.04","-","406.75","254.50"
"IRBINVIT","65.83","66.00","0.17","0.26","66.00","25","-","-","74.69","65.49"
"JUBLINGREA","505.70","507.00","1.30","0.26","507.00","931","0.05","-","581.70","391.00"
"PGHL","4,813.70","4,826.00","12.30","0.26","4,826.00","1","-","-","5,642.85","4,636.55"
"BOMDYEING","177.05","177.50","0.45","0.25","177.50","2,517","0.04","-","196.90","79.40"
"TORNTPOWER","1,398.25","1,401.80","3.55","0.25","1,401.80","2,622","0.37","-","1,633.00","546.00"
"KAJARIACER","1,301.55","1,304.85","3.30","0.25","1,304.85","436","0.06","-","1,523.80","1,110.35"
"AEROFLEX","138.10","138.45","0.35","0.25","138.45","1,207","0.02","-","196.35","115.00"
"NEOGEN","1,465.30","1,469.00","3.70","0.25","1,469.00","53","0.01","-","1,859.30","1,176.00"
"MARATHON","416.15","417.20","1.05","0.25","417.20","40","-","-","533.70","291.15"
"CREST","376.85","377.80","0.95","0.25","377.80","3","-","-","525.00","181.20"
"PLATIND","199.20","199.70","0.50","0.25","199.70","612","0.01","-","236.25","166.75"
"CREATIVE","738.65","740.50","1.85","0.25","740.50","1","-","-","915.00","389.90"
"RML","820.80","822.85","2.05","0.25","822.85","14","-","-","1,023.00","590.10"
"ONWARDTEC","400.40","401.40","1.00","0.25","401.40","3","-","-","740.00","391.20"
"BIRLACABLE","240.60","241.20","0.60","0.25","241.20","223","0.01","-","429.70","166.25"
"MACPOWER","1,466.35","1,470.00","3.65","0.25","1,470.00","5,093","0.75","-","1,528.00","207.40"
"ZUARI","181.00","181.45","0.45","0.25","181.45","990","0.02","-","258.00","135.30"
"SHEMAROO","140.90","141.25","0.35","0.25","141.25","44","-","-","240.00","123.80"
"RBL","906.60","908.85","2.25","0.25","908.85","3","-","-","1,093.45","642.95"
"KRISHANA","242.05","242.65","0.60","0.25","242.65","30","-","-","272.45","201.78"
"DAVANGERE","101.20","101.45","0.25","0.25","101.45","296","-","-","115.00","67.20"
"GENESYS","507.85","509.10","1.25","0.25","509.10","363","0.02","-","738.90","266.00"
"MUTHOOTCAP","284.65","285.35","0.70","0.25","285.35","22","-","-","460.00","262.00"
"RSWM","184.20","184.65","0.45","0.24","184.65","1","-","-","242.70","166.00"
"ACLGATI","102.45","102.70","0.25","0.24","102.70","1,101","0.01","-","177.65","95.35"
"AARTIIND","616.55","618.05","1.50","0.24","618.05","853","0.05","-","769.25","438.00"
"GULPOLY","185.15","185.60","0.45","0.24","185.60","1","-","-","275.00","159.90"
"ANDHRAPAP","515.45","516.70","1.25","0.24","516.70","32","-","-","674.90","391.30"
"VALIANTORG","394.05","395.00","0.95","0.24","395.00","225","0.01","-","635.00","377.00"
"BSE","2,703.50","2,710.00","6.50","0.24","2,710.00","1,115","0.30","-","3,264.70","537.20"
"RENUKA","41.65","41.75","0.10","0.24","41.75","10,155","0.04","-","57.25","39.30"
"BAJAJELEC","937.20","939.45","2.25","0.24","939.45","12","-","-","1,327.70","889.95"
"SBIN","833.70","835.70","2.00","0.24","835.70","18,305","1.53","-","841.25","543.20"
"SALASAR","20.85","20.90","0.05","0.24","20.90","5,091","0.01","-","33.95","8.28"
"ICICIBANK","1,129.80","1,132.50","2.70","0.24","1,132.50","18,548","2.10","-","1,169.55","899.00"
"PNBGILTS","104.75","105.00","0.25","0.24","105.00","947","0.01","-","128.45","59.00"
"LLOYDSENGG","63.00","63.15","0.15","0.24","63.15","6,483","0.04","-","73.20","21.68"
"MGEL","21.05","21.10","0.05","0.24","21.10","165","-","-","26.14","12.52"
"SHREDIGCEM","105.25","105.50","0.25","0.24","105.50","830","0.01","-","123.90","75.75"
"TRITURBINE","575.05","576.40","1.35","0.23","576.40","455","0.03","-","654.40","312.00"
"ASTRAMICRO","877.45","879.50","2.05","0.23","879.50","10,265","0.90","-","914.65","322.15"
"URJA","21.45","21.50","0.05","0.23","21.50","12,615","0.03","-","41.65","7.60"
"GRINFRA","1,566.30","1,569.95","3.65","0.23","1,569.95","128","0.02","-","1,669.90","1,024.95"
"CHALET","777.65","779.45","1.80","0.23","779.45","115","0.01","-","958.00","401.55"
"HINDUNILVR","2,384.50","2,390.00","5.50","0.23","2,390.00","3,217","0.77","-","2,769.65","2,172.05"
"ACL","87.15","87.35","0.20","0.23","87.35","25","-","-","158.25","77.00"
"AXITA","21.80","21.85","0.05","0.23","21.85","58,285","0.13","-","35.40","19.05"
"TATASTEEL","175.50","175.90","0.40","0.23","175.90","91,995","1.62","-","177.70","105.60"
"ACI","614.55","615.95","1.40","0.23","615.95","275","0.02","-","837.70","494.15"
"TAKE","21.95","22.00","0.05","0.23","22.00","3,434","0.01","-","35.80","16.35"
"MAHLOG","439.60","440.60","1.00","0.23","440.60","10","-","-","493.00","348.05"
"BALKRISIND","3,101.95","3,109.00","7.05","0.23","3,109.00","457","0.14","-","3,174.30","2,193.80"
"GPIL","898.00","900.00","2.00","0.22","900.00","482","0.04","-","962.80","355.10"
"BEML","4,598.80","4,609.00","10.20","0.22","4,609.00","777","0.36","-","4,771.00","1,416.40"
"AMBUJACEM","632.50","633.90","1.40","0.22","633.90","2,795","0.18","-","656.95","404.05"
"DCG","91.80","92.00","0.20","0.22","92.00","2,400","0.02","-","104.90","81.25"
"MOTILALOFS","2,265.15","2,270.00","4.85","0.21","2,270.00","426","0.10","-","2,678.10","629.15"
"SCILAL","70.25","70.40","0.15","0.21","70.40","8,488","0.06","-","77.85","36.00"
"MIDHANI","469.00","470.00","1.00","0.21","470.00","1,087","0.05","-","547.50","213.70"
"TATAPOWER","446.05","447.00","0.95","0.21","447.00","25,129","1.12","-","464.20","211.70"
"V2RETAIL","518.90","520.00","1.10","0.21","520.00","186","0.01","-","544.80","77.00"
"LEMONTREE","143.30","143.60","0.30","0.21","143.60","10,178","0.15","-","158.00","89.90"
"MUNJALSHOW","167.70","168.05","0.35","0.21","168.05","1","-","-","211.90","101.05"
"EPACK","192.55","192.95","0.40","0.21","192.95","1,561","0.03","-","224.50","150.60"
"CUB","144.50","144.80","0.30","0.21","144.80","4,884","0.07","-","167.80","119.50"
"VIJAYA","776.30","777.90","1.60","0.21","777.90","320","0.02","-","844.45","372.00"
"TVTODAY","220.55","221.00","0.45","0.20","221.00","719","0.02","-","273.85","188.05"
"CHOICEIN","345.20","345.90","0.70","0.20","345.90","1,728","0.06","-","349.00","166.13"
"UBL","1,867.35","1,871.10","3.75","0.20","1,871.10","43","0.01","-","2,106.00","1,432.55"
"LXCHEM","249.40","249.90","0.50","0.20","249.90","1,543","0.04","-","320.95","221.80"
"BYKE","74.85","75.00","0.15","0.20","75.00","101","-","-","80.70","34.90"
"WHIRLPOOL","1,529.10","1,532.15","3.05","0.20","1,532.15","44","0.01","-","1,733.00","1,186.10"
"CERA","7,172.35","7,186.65","14.30","0.20","7,186.65","23","0.02","-","9,740.00","6,591.20"
"JGCHEM","226.05","226.50","0.45","0.20","226.50","654","0.01","-","274.50","171.35"
"STYRENIX","1,861.30","1,865.00","3.70","0.20","1,865.00","16","-","-","1,890.00","840.40"
"MANORG","353.80","354.50","0.70","0.20","354.50","80","-","-","479.00","270.00"
"SUNPHARMA","1,466.05","1,468.95","2.90","0.20","1,468.95","4,383","0.64","-","1,638.85","946.40"
"THERMAX","5,295.70","5,306.15","10.45","0.20","5,306.15","296","0.16","-","5,550.00","2,191.85"
"PRIMESECU","204.10","204.50","0.40","0.20","204.50","11","-","-","207.25","112.00"
"JKIL","663.70","665.00","1.30","0.20","665.00","577","0.04","-","715.00","253.05"
"RAMCOCEM","769.05","770.55","1.50","0.20","770.55","165","0.01","-","1,058.20","742.75"
"GALAXYSURF","2,470.20","2,475.00","4.80","0.19","2,475.00","78","0.02","-","2,978.95","2,247.00"
"APEX","207.05","207.45","0.40","0.19","207.45","363","0.01","-","285.80","188.30"
"NCC","285.15","285.70","0.55","0.19","285.70","5,783","0.17","-","294.00","113.70"
"CDSL","2,118.95","2,123.00","4.05","0.19","2,123.00","1,279","0.27","-","2,239.00","982.25"
"DEEPAKFERT","554.35","555.40","1.05","0.19","555.40","1,188","0.07","-","714.70","450.00"
"SYRMA","475.65","476.55","0.90","0.19","476.55","1,245","0.06","-","705.20","358.25"
"MSPL","26.55","26.60","0.05","0.19","26.60","161","-","-","33.40","8.05"
"EDELWEISS","80.15","80.30","0.15","0.19","80.30","4,547","0.04","-","87.80","35.00"
"RAILTEL","429.15","429.95","0.80","0.19","429.95","10,395","0.45","-","491.45","116.10"
"KTKBANK","216.60","217.00","0.40","0.18","217.00","3,046","0.07","-","286.55","144.50"
"BLUEJET","379.30","380.00","0.70","0.18","380.00","144","0.01","-","433.40","319.50"
"MASTEK","2,500.40","2,505.00","4.60","0.18","2,505.00","10","-","-","3,145.00","1,890.00"
"HOMEFIRST","818.50","820.00","1.50","0.18","820.00","247","0.02","-","1,061.00","691.55"
"AVG","546.40","547.40","1.00","0.18","547.40","25","-","-","668.40","212.30"
"PITTIENG","883.40","885.00","1.60","0.18","885.00","250","0.02","-","919.45","335.00"
"INDOBORAX","165.70","166.00","0.30","0.18","166.00","70","-","-","238.00","121.65"
"SANGHVIMOV","1,132.85","1,134.90","2.05","0.18","1,134.90","182","0.02","-","1,494.95","388.50"
"LINDEINDIA","8,704.25","8,720.00","15.75","0.18","8,720.00","291","0.25","-","9,935.05","3,928.15"
"BANCOINDIA","638.05","639.20","1.15","0.18","639.20","73","-","-","733.95","262.20"
"TORNTPHARM","2,655.25","2,660.00","4.75","0.18","2,660.00","395","0.11","-","2,795.00","1,689.70"
"HAVELLS","1,887.30","1,890.65","3.35","0.18","1,890.65","675","0.13","-","1,925.00","1,232.85"
"CARTRADE","873.30","874.85","1.55","0.18","874.85","371","0.03","-","973.60","413.10"
"PVP","28.45","28.50","0.05","0.18","28.50","179","-","-","43.45","9.35"
"RATEGAIN","729.75","731.00","1.25","0.17","731.00","155","0.01","-","921.70","370.10"
"AVTNPL","89.15","89.30","0.15","0.17","89.30","200","-","-","115.65","76.90"
"BANKBARODA","270.55","271.00","0.45","0.17","271.00","21,993","0.60","-","285.60","182.10"
"DBL","421.05","421.75","0.70","0.17","421.75","777","0.03","-","504.50","166.30"
"REPL","182.70","183.00","0.30","0.16","183.00","79","-","-","238.95","160.00"
"TRU","61.05","61.15","0.10","0.16","61.15","6,560","0.04","-","87.10","40.05"
"INFIBEAM","30.90","30.95","0.05","0.16","30.95","34,785","0.11","-","42.50","13.70"
"POWERMECH","4,832.40","4,840.00","7.60","0.16","4,840.00","18","0.01","-","5,550.00","3,001.95"
"HDFCBANK","1,527.70","1,530.10","2.40","0.16","1,530.10","34,536","5.28","-","1,757.50","1,363.55"
"EQUITASBNK","95.80","95.95","0.15","0.16","95.95","4,583","0.04","-","116.50","80.10"
"PGIL","639.00","640.00","1.00","0.16","640.00","25","-","-","735.40","246.78"
"SMCGLOBAL","159.85","160.10","0.25","0.16","160.10","567","0.01","-","180.15","71.00"
"EVERESTIND","1,133.15","1,134.90","1.75","0.15","1,134.90","50","0.01","-","1,450.95","803.50"
"HDFCAMC","3,919.90","3,925.95","6.05","0.15","3,925.95","359","0.14","-","4,066.50","1,850.05"
"SHANTIGEAR","555.15","556.00","0.85","0.15","556.00","18","-","-","644.40","401.25"
"VSTL","261.60","262.00","0.40","0.15","262.00","119","-","-","446.25","228.20"
"INDGN","525.20","526.00","0.80","0.15","526.00","1,444","0.08","-","660.00","508.30"
"OSWALGREEN","33.05","33.10","0.05","0.15","33.10","200","-","-","49.40","20.15"
"BHARTIHEXA","1,028.40","1,029.95","1.55","0.15","1,029.95","518","0.05","-","1,038.00","755.00"
"ITDCEM","400.70","401.30","0.60","0.15","401.30","1,906","0.08","-","407.70","145.45"
"MUFTI","167.70","167.95","0.25","0.15","167.95","343","0.01","-","324.80","165.40"
"NDTV","237.45","237.80","0.35","0.15","237.80","156","-","-","307.85","186.05"
"HUHTAMAKI","306.55","307.00","0.45","0.15","307.00","101","-","-","371.00","244.10"
"ZYDUSLIFE","1,058.50","1,060.05","1.55","0.15","1,060.05","580","0.06","-","1,172.50","498.85"
"BAJAJHLDNG","7,988.30","7,999.95","11.65","0.15","7,999.95","169","0.14","-","9,348.95","6,627.90"
"PARAGMILK","172.35","172.60","0.25","0.15","172.60","2,888","0.05","-","289.75","98.40"
"NSIL","3,564.95","3,570.00","5.05","0.14","3,570.00","3","-","-","3,880.00","2,165.00"
"INDIFRA","35.55","35.60","0.05","0.14","35.60","2,000","0.01","-","74.90","32.75"
"ITC","431.50","432.10","0.60","0.14","432.10","24,947","1.08","-","499.70","399.35"
"MEDANTA","1,223.20","1,224.90","1.70","0.14","1,224.90","315","0.04","-","1,513.90","577.00"
"VAIBHAVGBL","361.55","362.05","0.50","0.14","362.05","1,440","0.05","-","542.40","295.90"
"TBZ","111.45","111.60","0.15","0.13","111.60","1,625","0.02","-","144.95","73.05"
"ERIS","882.15","883.30","1.15","0.13","883.30","56","-","-","971.90","625.20"
"RISHABH","460.85","461.45","0.60","0.13","461.45","7","-","-","635.40","402.20"
"TI","232.05","232.35","0.30","0.13","232.35","353","0.01","-","291.40","140.10"
"DELTACORP","116.55","116.70","0.15","0.13","116.70","3,212","0.04","-","259.95","110.10"
"VIPIND","512.30","512.95","0.65","0.13","512.95","210","0.01","-","722.85","449.05"
"INDIAGLYCO","793.00","794.00","1.00","0.13","794.00","353","0.03","-","976.00","590.55"
"TEXINFRA","119.70","119.85","0.15","0.13","119.85","6,840","0.08","-","134.80","51.90"
"ASIANPAINT","2,872.30","2,875.85","3.55","0.12","2,875.85","726","0.21","-","3,568.00","2,670.10"
"RTNINDIA","81.35","81.45","0.10","0.12","81.45","20,304","0.17","-","94.85","37.15"
"ROHLTD","368.05","368.50","0.45","0.12","368.50","37","-","-","449.00","280.30"
"NYKAA","166.80","167.00","0.20","0.12","167.00","4,611","0.08","-","195.50","124.30"
"MOLDTKPAC","794.05","795.00","0.95","0.12","795.00","62","-","-","1,100.00","743.00"
"RELIANCE","2,932.50","2,936.00","3.50","0.12","2,936.00","7,803","2.29","-","3,024.90","2,220.30"
"RBLBANK","253.35","253.65","0.30","0.12","253.65","2,358","0.06","-","300.70","149.00"
"IOC","168.90","169.10","0.20","0.12","169.10","46,910","0.79","-","196.80","85.50"
"CENTURYTEX","2,168.45","2,171.00","2.55","0.12","2,171.00","210","0.05","-","2,278.85","780.90"
"SURYAROSNI","595.30","596.00","0.70","0.12","596.00","202","0.01","-","841.65","364.53"
"BAYERCROP","5,194.90","5,201.00","6.10","0.12","5,201.00","15","0.01","-","6,201.25","4,100.00"
"SURAJEST","395.55","396.00","0.45","0.11","396.00","148","0.01","-","443.90","255.80"
"SYNGENE","668.60","669.35","0.75","0.11","669.35","986","0.07","-","860.25","649.25"
"GRAPHISAD","44.70","44.75","0.05","0.11","44.75","1,200","0.01","-","112.00","37.60"
"SUNTECK","454.45","454.95","0.50","0.11","454.95","181","0.01","-","511.40","271.40"
"ENIL","227.25","227.50","0.25","0.11","227.50","271","0.01","-","358.80","118.10"
"RAMRAT","366.60","367.00","0.40","0.11","367.00","35","-","-","411.45","193.95"
"RPTECH","323.65","324.00","0.35","0.11","324.00","72","-","-","388.45","290.80"
"LAMBODHARA","144.85","145.00","0.15","0.10","145.00","1","-","-","224.80","134.25"
"HIKAL","291.70","292.00","0.30","0.10","292.00","93","-","-","331.20","250.10"
"JAGRAN","97.50","97.60","0.10","0.10","97.60","265","-","-","129.50","67.70"
"MVGJL","245.15","245.40","0.25","0.10","245.40","15","-","-","382.00","165.00"
"UNOMINDA","837.20","838.05","0.85","0.10","838.05","758","0.06","-","880.00","545.00"
"TATACONSUM","1,087.90","1,089.00","1.10","0.10","1,089.00","1,630","0.18","-","1,269.00","784.45"
"ZAGGLE","298.70","299.00","0.30","0.10","299.00","5,318","0.16","-","389.45","155.30"
"MAWANASUG","100.75","100.85","0.10","0.10","100.85","415","-","-","120.90","83.40"
"JNKINDIA","655.35","656.00","0.65","0.10","656.00","422","0.03","-","714.00","581.80"
"INSECTICID","561.45","562.00","0.55","0.10","562.00","44","-","-","727.00","414.05"
"COLPAL","2,667.40","2,670.00","2.60","0.10","2,670.00","154","0.04","-","2,960.90","1,569.00"
"THYROCARE","620.40","621.00","0.60","0.10","621.00","99","0.01","-","722.65","448.00"
"CHOLAFIN","1,270.00","1,271.20","1.20","0.09","1,271.20","557","0.07","-","1,352.60","997.25"
"SSWL","216.95","217.15","0.20","0.09","217.15","568","0.01","-","299.00","145.95"
"AETHER","814.65","815.40","0.75","0.09","815.40","30","-","-","1,209.00","761.55"
"GICHSGFIN","220.25","220.45","0.20","0.09","220.45","50","-","-","292.40","166.60"
"NAVINFLUOR","3,366.85","3,369.90","3.05","0.09","3,369.90","183","0.06","-","4,744.95","2,899.25"
"ICICIGI","1,623.55","1,625.00","1.45","0.09","1,625.00","291","0.05","-","1,747.00","1,168.75"
"GOLDIAM","169.85","170.00","0.15","0.09","170.00","219","-","-","216.50","120.25"
"PTC","228.80","229.00","0.20","0.09","229.00","3,600","0.08","-","254.60","95.00"
"ORIANA","2,148.15","2,150.00","1.85","0.09","2,150.00","900","0.19","-","2,610.05","281.00"
"AXISBANK","1,187.00","1,188.00","1.00","0.08","1,188.00","9,573","1.14","-","1,196.00","910.20"
"UNIPARTS","537.55","538.00","0.45","0.08","538.00","124","0.01","-","722.65","500.00"
"PETRONET","301.75","302.00","0.25","0.08","302.00","2,984","0.09","-","323.15","191.70"
"RADHIKAJWE","61.10","61.15","0.05","0.08","61.15","512","-","-","76.50","31.00"
"APOLLOHOSP","5,939.30","5,944.15","4.85","0.08","5,944.15","261","0.16","-","6,874.45","4,525.00"
"CELLO","873.30","874.00","0.70","0.08","874.00","637","0.06","-","963.80","711.20"
"PREMIERPOL","192.25","192.40","0.15","0.08","192.40","452","0.01","-","253.90","86.60"
"TATAINVEST","6,568.95","6,574.00","5.05","0.08","6,574.00","46","0.03","-","9,756.85","2,201.85"
"SCPL","523.60","524.00","0.40","0.08","524.00","47","-","-","545.95","318.25"
"KOTAKBANK","1,711.00","1,712.30","1.30","0.08","1,712.30","2,958","0.51","-","2,064.40","1,543.85"
"HAPPSTMNDS","802.65","803.25","0.60","0.07","803.25","824","0.07","-","1,023.00","741.00"
"IKIO","270.80","271.00","0.20","0.07","271.00","1,668","0.05","-","477.00","268.50"
"AKSHARCHEM","271.20","271.40","0.20","0.07","271.40","100","-","-","365.50","222.95"
"TIDEWATER","1,868.65","1,870.00","1.35","0.07","1,870.00","27","0.01","-","1,990.70","857.90"
"ZENSARTECH","623.55","624.00","0.45","0.07","624.00","1,661","0.10","-","662.65","363.95"
"DWARKESH","70.05","70.10","0.05","0.07","70.10","2,225","0.02","-","109.80","67.35"
"GULFOILLUB","984.30","985.00","0.70","0.07","985.00","222","0.02","-","1,120.00","447.65"
"RADICO","1,633.85","1,635.00","1.15","0.07","1,635.00","122","0.02","-","1,885.10","1,141.25"
"NAZARA","672.55","673.00","0.45","0.07","673.00","11,456","0.77","-","989.40","591.50"
"ASTRAL","2,174.25","2,175.70","1.45","0.07","2,175.70","445","0.10","-","2,352.00","1,740.00"
"ABSMARINE","229.95","230.10","0.15","0.07","230.10","7,000","0.16","-","304.00","218.50"
"DOLPHIN","858.45","859.00","0.55","0.06","859.00","112","0.01","-","948.70","10.90"
"MATRIMONY","552.05","552.40","0.35","0.06","552.40","45","-","-","722.60","499.25"
"RADIANTCMS","79.55","79.60","0.05","0.06","79.60","150","-","-","114.30","73.05"
"INTLCONV","80.55","80.60","0.05","0.06","80.60","40","-","-","124.75","52.10"
"GHCLTEXTIL","81.05","81.10","0.05","0.06","81.10","290","-","-","98.25","58.70"
"KICL","4,552.25","4,555.00","2.75","0.06","4,555.00","6","-","-","4,735.60","1,785.05"
"SOTL","502.70","503.00","0.30","0.06","503.00","454","0.02","-","614.90","269.60"
"MAXHEALTH","804.20","804.65","0.45","0.06","804.65","1,944","0.16","-","910.00","508.50"
"SUNTV","636.65","637.00","0.35","0.05","637.00","2,376","0.15","-","734.90","423.00"
"IGL","461.15","461.40","0.25","0.05","461.40","692","0.03","-","501.00","375.70"
"KPIL","1,210.80","1,211.45","0.65","0.05","1,211.45","286","0.03","-","1,342.60","485.80"
"TATAMOTORS","958.50","959.00","0.50","0.05","959.00","18,854","1.81","-","1,065.60","516.40"
"KKCL","682.65","683.00","0.35","0.05","683.00","150","0.01","-","827.45","480.45"
"NESTLEIND","2,459.90","2,461.15","1.25","0.05","2,461.15","241","0.06","-","2,769.30","2,145.00"
