,comb_str,comb_freq,comb_size,imp_flag,bkt_below_10_cnt,bkt_10_20_cnt,bkt_20_50_cnt,bkt_50_100_cnt,bkt_100_above,comb_detail_str,conf_detail_str,conf_max,conf_min,conf_flag
4581,BREAD_PACK_PLAIN,2,3345,1,6,0,0,0,0,BREAD~2#:#PACK~3#:#PLAIN~2,1.0#:#0.67#:#1.0,1.0,0.67,0
4582,PACK_PLAIN_SOFT,2,3345,1,6,0,0,0,0,PACK~3#:#PLAIN~2#:#SOFT~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4583,BAGELS_BREAD_PLAIN,3,3345,0,6,0,0,0,0,BAGELS~2#:#BREAD~2#:#PLAIN~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4584,BAGELS_PLAIN_SOFT,3,3345,0,6,0,0,0,0,BAGELS~2#:#PLAIN~2#:#SOFT~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4585,BREAD_PLAIN_SOFT,4,3345,0,6,0,0,0,0,BREAD~2#:#PLAIN~2#:#SOFT~2,2.0#:#2.0#:#2.0,2.0,2.0,1
4586,BREAD_BREAKFAST_FREE,2,3345,1,6,0,0,0,0,BREAD~2#:#BREAKFAST~2#:#FREE~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4587,BREAD_BREAKFAST_GLUTEN,2,3345,0,6,0,0,0,0,BREAD~2#:#BREAKFAST~2#:#GLUTEN~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4588,BREAD_BREAKFAST_PLAIN,2,3345,0,6,0,0,0,0,BREAD~2#:#BREAKFAST~2#:#PLAIN~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4589,BREAD_FREE_GLUTEN,5,3345,1,6,0,0,0,0,BREAD~2#:#FREE~2#:#GLUTEN~2,2.5#:#2.5#:#2.5,2.5,2.5,1
4590,BREAD_FREE_SOFT,3,3345,1,6,0,0,0,0,BREAD~2#:#FREE~2#:#SOFT~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4591,BREAD_GLUTEN_SOFT,3,3345,0,6,0,0,0,0,BREAD~2#:#GLUTEN~2#:#SOFT~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4592,BREAKFAST_FREE_GLUTEN,2,3345,1,6,0,0,0,0,BREAKFAST~2#:#FREE~2#:#GLUTEN~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4593,BREAKFAST_PLAIN_SOFT,2,3345,0,6,0,0,0,0,BREAKFAST~2#:#PLAIN~2#:#SOFT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4594,FREE_GLUTEN_SOFT,3,3345,1,6,0,0,0,0,FREE~2#:#GLUTEN~2#:#SOFT~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4595,BREAD_BRITANNIA_CLASSIC,4,3345,0,6,0,0,0,0,BREAD~2#:#BRITANNIA~3#:#CLASSIC~2,2.0#:#1.33#:#2.0,2.0,1.33,1
4596,BRITANNIA_CLASSIC_SOFT,4,3345,0,6,0,0,0,0,BRITANNIA~3#:#CLASSIC~2#:#SOFT~2,1.33#:#2.0#:#2.0,2.0,1.33,1
4597,BREAD_CLASSIC_SOFT,5,3345,0,6,0,0,0,0,BREAD~2#:#CLASSIC~2#:#SOFT~2,2.5#:#2.5#:#2.5,2.5,2.5,1
4598,BREAD_FLAVOUR_ONION,2,3345,1,6,0,0,0,0,BREAD~2#:#FLAVOUR~3#:#ONION~2,1.0#:#0.67#:#1.0,1.0,0.67,0
4599,BAGELS_BREAD_SWEET,3,3345,1,6,0,0,0,0,BAGELS~2#:#BREAD~2#:#SWEET~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4600,BAGELS_MODERN_SWEET,3,3345,1,6,0,0,0,0,BAGELS~2#:#MODERN~2#:#SWEET~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4601,BAGELS_SOFT_SWEET,3,3345,1,6,0,0,0,0,BAGELS~2#:#SOFT~2#:#SWEET~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4602,BREAD_MODERN_SWEET,3,3345,1,6,0,0,0,0,BREAD~2#:#MODERN~2#:#SWEET~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4603,BREAD_SOFT_SWEET,6,3345,1,6,0,0,0,0,BREAD~2#:#SOFT~2#:#SWEET~2,3.0#:#3.0#:#3.0,3.0,3.0,1
4604,MODERN_SOFT_SWEET,3,3345,1,6,0,0,0,0,MODERN~2#:#SOFT~2#:#SWEET~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4605,BAGELS_BREAD_MINT,2,3345,1,6,0,0,0,0,BAGELS~2#:#BREAD~2#:#MINT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4606,BAGELS_MINT_MODERN,2,3345,1,6,0,0,0,0,BAGELS~2#:#MINT~2#:#MODERN~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4607,BAGELS_MINT_SOFT,2,3345,1,6,0,0,0,0,BAGELS~2#:#MINT~2#:#SOFT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4608,BAGELS_MINT_SWEET,2,3345,2,6,0,0,0,0,BAGELS~2#:#MINT~2#:#SWEET~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4609,BLUEBERRY_BREAD_BREAKFAST,2,3345,0,6,0,0,0,0,BLUEBERRY~2#:#BREAD~2#:#BREAKFAST~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4610,BLUEBERRY_BREAKFAST_SOFT,2,3345,0,6,0,0,0,0,BLUEBERRY~2#:#BREAKFAST~2#:#SOFT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4611,BREAD_BREAKFAST_SWEET,5,3345,1,6,0,0,0,0,BREAD~2#:#BREAKFAST~2#:#SWEET~2,2.5#:#2.5#:#2.5,2.5,2.5,1
4612,BREAD_MINT_MODERN,2,3345,1,6,0,0,0,0,BREAD~2#:#MINT~2#:#MODERN~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4613,BREAD_MINT_SOFT,2,3345,1,6,0,0,0,0,BREAD~2#:#MINT~2#:#SOFT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4614,BREAD_MINT_SWEET,2,3345,2,6,0,0,0,0,BREAD~2#:#MINT~2#:#SWEET~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4615,MINT_MODERN_SOFT,2,3345,1,6,0,0,0,0,MINT~2#:#MODERN~2#:#SOFT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4616,MINT_MODERN_SWEET,2,3345,2,6,0,0,0,0,MINT~2#:#MODERN~2#:#SWEET~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4617,MINT_SOFT_SWEET,2,3345,2,6,0,0,0,0,MINT~2#:#SOFT~2#:#SWEET~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4618,BRITANNIA_MUFFIN_PACK,3,3345,1,6,0,0,0,0,BRITANNIA~3#:#MUFFIN~2#:#PACK~3,1.0#:#1.5#:#1.0,1.5,1.0,1
4619,BRITANNIA_ENGLISH_MUFFIN,7,3345,0,6,0,0,0,0,BRITANNIA~3#:#ENGLISH~2#:#MUFFIN~2,2.33#:#3.5#:#3.5,3.5,2.33,1
4620,BRITANNIA_MUFFIN_PLAIN,2,3345,0,6,0,0,0,0,BRITANNIA~3#:#MUFFIN~2#:#PLAIN~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4621,BRITANNIA_ENGLISH_PLAIN,2,3345,0,6,0,0,0,0,BRITANNIA~3#:#ENGLISH~2#:#PLAIN~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4622,ENGLISH_MUFFIN_PACK,6,3345,1,6,0,0,0,0,ENGLISH~2#:#MUFFIN~2#:#PACK~3,3.0#:#3.0#:#2.0,3.0,2.0,1
4623,ENGLISH_MUFFIN_PLAIN,2,3345,0,6,0,0,0,0,ENGLISH~2#:#MUFFIN~2#:#PLAIN~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4624,BREAD_BREAKFAST_BRITANNIA,10,3345,0,6,0,0,0,0,BREAD~2#:#BREAKFAST~2#:#BRITANNIA~3,5.0#:#5.0#:#3.33,5.0,3.33,1
4625,BREAKFAST_BRITANNIA_ENGLISH,5,3345,0,6,0,0,0,0,BREAKFAST~2#:#BRITANNIA~3#:#ENGLISH~2,2.5#:#1.67#:#2.5,2.5,1.67,1
4626,BREAKFAST_BRITANNIA_MUFFIN,5,3345,0,6,0,0,0,0,BREAKFAST~2#:#BRITANNIA~3#:#MUFFIN~2,2.5#:#1.67#:#2.5,2.5,1.67,1
4627,BREAKFAST_BRITANNIA_SWEET,4,3345,1,6,0,0,0,0,BREAKFAST~2#:#BRITANNIA~3#:#SWEET~2,2.0#:#1.33#:#2.0,2.0,1.33,1
4628,BREAD_BRITANNIA_ENGLISH,5,3345,0,6,0,0,0,0,BREAD~2#:#BRITANNIA~3#:#ENGLISH~2,2.5#:#1.67#:#2.5,2.5,1.67,1
4629,BREAD_BRITANNIA_MUFFIN,5,3345,0,6,0,0,0,0,BREAD~2#:#BRITANNIA~3#:#MUFFIN~2,2.5#:#1.67#:#2.5,2.5,1.67,1
4630,BREAD_BRITANNIA_SWEET,5,3345,1,6,0,0,0,0,BREAD~2#:#BRITANNIA~3#:#SWEET~2,2.5#:#1.67#:#2.5,2.5,1.67,1
4631,BREAD_BREAKFAST_ENGLISH,5,3345,0,6,0,0,0,0,BREAD~2#:#BREAKFAST~2#:#ENGLISH~2,2.5#:#2.5#:#2.5,2.5,2.5,1
4632,BREAD_BREAKFAST_MUFFIN,5,3345,0,6,0,0,0,0,BREAD~2#:#BREAKFAST~2#:#MUFFIN~2,2.5#:#2.5#:#2.5,2.5,2.5,1
4633,BREAKFAST_ENGLISH_MUFFIN,5,3345,0,6,0,0,0,0,BREAKFAST~2#:#ENGLISH~2#:#MUFFIN~2,2.5#:#2.5#:#2.5,2.5,2.5,1
4634,BREAD_ENGLISH_MUFFIN,5,3345,0,6,0,0,0,0,BREAD~2#:#ENGLISH~2#:#MUFFIN~2,2.5#:#2.5#:#2.5,2.5,2.5,1
4635,BREAKFAST_BRITANNIA_SOFT,5,3345,0,6,0,0,0,0,BREAKFAST~2#:#BRITANNIA~3#:#SOFT~2,2.5#:#1.67#:#2.5,2.5,1.67,1
4636,BRITANNIA_ENGLISH_SOFT,3,3345,0,6,0,0,0,0,BRITANNIA~3#:#ENGLISH~2#:#SOFT~2,1.0#:#1.5#:#1.5,1.5,1.0,1
4637,BRITANNIA_MUFFIN_SOFT,3,3345,0,6,0,0,0,0,BRITANNIA~3#:#MUFFIN~2#:#SOFT~2,1.0#:#1.5#:#1.5,1.5,1.0,1
4638,BREAKFAST_ENGLISH_SOFT,3,3345,0,6,0,0,0,0,BREAKFAST~2#:#ENGLISH~2#:#SOFT~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4639,BREAKFAST_MUFFIN_SOFT,3,3345,0,6,0,0,0,0,BREAKFAST~2#:#MUFFIN~2#:#SOFT~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4640,BREAD_ENGLISH_SOFT,3,3345,0,6,0,0,0,0,BREAD~2#:#ENGLISH~2#:#SOFT~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4641,BREAD_MUFFIN_SOFT,3,3345,0,6,0,0,0,0,BREAD~2#:#MUFFIN~2#:#SOFT~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4642,ENGLISH_MUFFIN_SOFT,3,3345,0,6,0,0,0,0,ENGLISH~2#:#MUFFIN~2#:#SOFT~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4643,BREAKFAST_BRITANNIA_CINNAMON,3,3345,0,6,0,0,0,0,BREAKFAST~2#:#BRITANNIA~3#:#CINNAMON~2,1.5#:#1.0#:#1.5,1.5,1.0,1
4644,BREAKFAST_BRITANNIA_LOAF,5,3345,0,6,0,0,0,0,BREAKFAST~2#:#BRITANNIA~3#:#LOAF~2,2.5#:#1.67#:#2.5,2.5,1.67,1
4645,BREAKFAST_BRITANNIA_OATS,2,3345,0,6,0,0,0,0,BREAKFAST~2#:#BRITANNIA~3#:#OATS~2,1.0#:#0.67#:#1.0,1.0,0.67,0
4646,BREAD_BRITANNIA_CINNAMON,3,3345,0,6,0,0,0,0,BREAD~2#:#BRITANNIA~3#:#CINNAMON~2,1.5#:#1.0#:#1.5,1.5,1.0,1
4647,BREAD_BRITANNIA_LOAF,14,3345,0,6,0,0,0,0,BREAD~2#:#BRITANNIA~3#:#LOAF~2,7.0#:#4.67#:#7.0,7.0,4.67,1
4648,BREAD_BRITANNIA_OATS,2,3345,0,6,0,0,0,0,BREAD~2#:#BRITANNIA~3#:#OATS~2,1.0#:#0.67#:#1.0,1.0,0.67,0
4649,BRITANNIA_CINNAMON_LOAF,3,3345,0,6,0,0,0,0,BRITANNIA~3#:#CINNAMON~2#:#LOAF~2,1.0#:#1.5#:#1.5,1.5,1.0,1
4650,BRITANNIA_LOAF_OATS,2,3345,0,6,0,0,0,0,BRITANNIA~3#:#LOAF~2#:#OATS~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4651,BRITANNIA_LOAF_SOFT,10,3345,0,6,0,0,0,0,BRITANNIA~3#:#LOAF~2#:#SOFT~2,3.33#:#5.0#:#5.0,5.0,3.33,1
4652,BRITANNIA_OATS_SOFT,2,3345,0,6,0,0,0,0,BRITANNIA~3#:#OATS~2#:#SOFT~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4653,BREAD_BREAKFAST_LOAF,6,3345,0,6,0,0,0,0,BREAD~2#:#BREAKFAST~2#:#LOAF~2,3.0#:#3.0#:#3.0,3.0,3.0,1
4654,BREAD_BREAKFAST_OATS,2,3345,0,6,0,0,0,0,BREAD~2#:#BREAKFAST~2#:#OATS~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4655,BREAKFAST_CINNAMON_LOAF,4,3345,0,6,0,0,0,0,BREAKFAST~2#:#CINNAMON~2#:#LOAF~2,2.0#:#2.0#:#2.0,2.0,2.0,1
4656,BREAKFAST_LOAF_OATS,2,3345,0,6,0,0,0,0,BREAKFAST~2#:#LOAF~2#:#OATS~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4657,BREAKFAST_LOAF_SOFT,2,3345,0,6,0,0,0,0,BREAKFAST~2#:#LOAF~2#:#SOFT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4658,BREAKFAST_OATS_SOFT,2,3345,0,6,0,0,0,0,BREAKFAST~2#:#OATS~2#:#SOFT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4659,BREAD_CINNAMON_LOAF,4,3345,0,6,0,0,0,0,BREAD~2#:#CINNAMON~2#:#LOAF~2,2.0#:#2.0#:#2.0,2.0,2.0,1
4660,BREAD_LOAF_OATS,2,3345,0,6,0,0,0,0,BREAD~2#:#LOAF~2#:#OATS~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4661,BREAD_LOAF_SOFT,15,3345,0,6,0,0,0,0,BREAD~2#:#LOAF~2#:#SOFT~2,7.5#:#7.5#:#7.5,7.5,7.5,1
4662,BREAD_OATS_SOFT,2,3345,0,6,0,0,0,0,BREAD~2#:#OATS~2#:#SOFT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4663,BROWN_OATS_SUGAR,2,3345,2,6,0,0,0,0,BROWN~2#:#OATS~2#:#SUGAR~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4664,LOAF_OATS_SOFT,2,3345,0,6,0,0,0,0,LOAF~2#:#OATS~2#:#SOFT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4665,BREAD_BRITANNIA_FREE,2,3345,1,6,0,0,0,0,BREAD~2#:#BRITANNIA~3#:#FREE~2,1.0#:#0.67#:#1.0,1.0,0.67,0
4666,BREAD_BRITANNIA_GLUTEN,2,3345,0,6,0,0,0,0,BREAD~2#:#BRITANNIA~3#:#GLUTEN~2,1.0#:#0.67#:#1.0,1.0,0.67,0
4667,BRITANNIA_CINNAMON_SWEET,2,3345,1,6,0,0,0,0,BRITANNIA~3#:#CINNAMON~2#:#SWEET~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4668,BRITANNIA_FREE_GLUTEN,2,3345,1,6,0,0,0,0,BRITANNIA~3#:#FREE~2#:#GLUTEN~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4669,BRITANNIA_FREE_LOAF,2,3345,1,6,0,0,0,0,BRITANNIA~3#:#FREE~2#:#LOAF~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4670,BRITANNIA_FREE_SWEET,2,3345,2,6,0,0,0,0,BRITANNIA~3#:#FREE~2#:#SWEET~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4671,BRITANNIA_GLUTEN_LOAF,2,3345,0,6,0,0,0,0,BRITANNIA~3#:#GLUTEN~2#:#LOAF~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4672,BRITANNIA_GLUTEN_SWEET,2,3345,1,6,0,0,0,0,BRITANNIA~3#:#GLUTEN~2#:#SWEET~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4673,BRITANNIA_LOAF_SWEET,4,3345,1,6,0,0,0,0,BRITANNIA~3#:#LOAF~2#:#SWEET~2,1.33#:#2.0#:#2.0,2.0,1.33,1
4674,BREAKFAST_CINNAMON_SWEET,3,3345,1,6,0,0,0,0,BREAKFAST~2#:#CINNAMON~2#:#SWEET~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4675,BREAKFAST_LOAF_SWEET,3,3345,1,6,0,0,0,0,BREAKFAST~2#:#LOAF~2#:#SWEET~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4676,BREAD_CINNAMON_SWEET,3,3345,1,6,0,0,0,0,BREAD~2#:#CINNAMON~2#:#SWEET~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4677,BREAD_FREE_LOAF,3,3345,1,6,0,0,0,0,BREAD~2#:#FREE~2#:#LOAF~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4678,BREAD_FREE_SWEET,2,3345,2,6,0,0,0,0,BREAD~2#:#FREE~2#:#SWEET~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4679,BREAD_GLUTEN_LOAF,3,3345,0,6,0,0,0,0,BREAD~2#:#GLUTEN~2#:#LOAF~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4680,BREAD_GLUTEN_SWEET,2,3345,1,6,0,0,0,0,BREAD~2#:#GLUTEN~2#:#SWEET~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4681,BREAD_LOAF_SWEET,6,3345,1,6,0,0,0,0,BREAD~2#:#LOAF~2#:#SWEET~2,3.0#:#3.0#:#3.0,3.0,3.0,1
4682,CINNAMON_LOAF_SWEET,3,3345,1,6,0,0,0,0,CINNAMON~2#:#LOAF~2#:#SWEET~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4683,FREE_GLUTEN_LOAF,3,3345,1,6,0,0,0,0,FREE~2#:#GLUTEN~2#:#LOAF~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4684,FREE_GLUTEN_SWEET,2,3345,2,6,0,0,0,0,FREE~2#:#GLUTEN~2#:#SWEET~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4685,FREE_LOAF_SWEET,2,3345,2,6,0,0,0,0,FREE~2#:#LOAF~2#:#SWEET~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4686,GLUTEN_LOAF_SWEET,2,3345,1,6,0,0,0,0,GLUTEN~2#:#LOAF~2#:#SWEET~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4687,BREAD_SLICED_SOFT,2,3345,0,6,0,0,0,0,BREAD~2#:#SLICED~2#:#SOFT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4688,BREAD_GOLD#HARVEST_SLICED,3,3345,0,6,0,0,0,0,BREAD~2#:#GOLD#HARVEST~2#:#SLICED~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4689,BREAD_GOLD#HARVEST_SOFT,11,3345,0,6,0,0,0,0,BREAD~2#:#GOLD#HARVEST~2#:#SOFT~2,5.5#:#5.5#:#5.5,5.5,5.5,1
4690,BREAD_BRITANNIA_SEASONING,2,3345,0,6,0,0,0,0,BREAD~2#:#BRITANNIA~3#:#SEASONING~2,1.0#:#0.67#:#1.0,1.0,0.67,0
4691,BREAD_GOLD#HARVEST_LOAF,14,3345,0,6,0,0,0,0,BREAD~2#:#GOLD#HARVEST~2#:#LOAF~2,7.0#:#7.0#:#7.0,7.0,7.0,1
4692,BREAD_GOLD#HARVEST_SWEET,2,3345,1,6,0,0,0,0,BREAD~2#:#GOLD#HARVEST~2#:#SWEET~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4693,GOLD#HARVEST_LOAF_SWEET,2,3345,1,6,0,0,0,0,GOLD#HARVEST~2#:#LOAF~2#:#SWEET~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4694,BREAD_BRITANNIA_WHITE,4,3345,1,6,0,0,0,0,BREAD~2#:#BRITANNIA~3#:#WHITE~2,2.0#:#1.33#:#2.0,2.0,1.33,1
4695,BRITANNIA_LOAF_WHITE,3,3345,1,6,0,0,0,0,BRITANNIA~3#:#LOAF~2#:#WHITE~2,1.0#:#1.5#:#1.5,1.5,1.0,1
4696,BREAD_LOAF_WHITE,4,3345,1,6,0,0,0,0,BREAD~2#:#LOAF~2#:#WHITE~2,2.0#:#2.0#:#2.0,2.0,2.0,1
4697,BRITANNIA_SOFT_SWEET,2,3345,1,6,0,0,0,0,BRITANNIA~3#:#SOFT~2#:#SWEET~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4698,LOAF_SOFT_SWEET,3,3345,1,6,0,0,0,0,LOAF~2#:#SOFT~2#:#SWEET~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4699,BREAD_BRITANNIA_PREMIUM,2,3345,0,6,0,0,0,0,BREAD~2#:#BRITANNIA~3#:#PREMIUM~2,1.0#:#0.67#:#1.0,1.0,0.67,0
4700,BRITANNIA_CLASSIC_LOAF,2,3345,0,6,0,0,0,0,BRITANNIA~3#:#CLASSIC~2#:#LOAF~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4701,BRITANNIA_CLASSIC_WHITE,2,3345,1,6,0,0,0,0,BRITANNIA~3#:#CLASSIC~2#:#WHITE~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4702,BRITANNIA_LOAF_PREMIUM,2,3345,0,6,0,0,0,0,BRITANNIA~3#:#LOAF~2#:#PREMIUM~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4703,BRITANNIA_PREMIUM_SOFT,2,3345,0,6,0,0,0,0,BRITANNIA~3#:#PREMIUM~2#:#SOFT~2,0.67#:#1.0#:#1.0,1.0,0.67,0
4704,BRITANNIA_SOFT_WHITE,3,3345,1,6,0,0,0,0,BRITANNIA~3#:#SOFT~2#:#WHITE~2,1.0#:#1.5#:#1.5,1.5,1.0,1
4705,BREAD_CLASSIC_LOAF,2,3345,0,6,0,0,0,0,BREAD~2#:#CLASSIC~2#:#LOAF~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4706,BREAD_CLASSIC_WHITE,2,3345,1,6,0,0,0,0,BREAD~2#:#CLASSIC~2#:#WHITE~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4707,BREAD_LOAF_PREMIUM,3,3345,0,6,0,0,0,0,BREAD~2#:#LOAF~2#:#PREMIUM~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4708,BREAD_PREMIUM_SOFT,2,3345,0,6,0,0,0,0,BREAD~2#:#PREMIUM~2#:#SOFT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4709,BREAD_SOFT_WHITE,4,3345,1,6,0,0,0,0,BREAD~2#:#SOFT~2#:#WHITE~2,2.0#:#2.0#:#2.0,2.0,2.0,1
4710,CLASSIC_LOAF_SOFT,2,3345,0,6,0,0,0,0,CLASSIC~2#:#LOAF~2#:#SOFT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4711,CLASSIC_LOAF_WHITE,2,3345,1,6,0,0,0,0,CLASSIC~2#:#LOAF~2#:#WHITE~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4712,CLASSIC_SOFT_WHITE,2,3345,1,6,0,0,0,0,CLASSIC~2#:#SOFT~2#:#WHITE~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4713,LOAF_PREMIUM_SOFT,2,3345,0,6,0,0,0,0,LOAF~2#:#PREMIUM~2#:#SOFT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4714,LOAF_SOFT_WHITE,3,3345,1,6,0,0,0,0,LOAF~2#:#SOFT~2#:#WHITE~2,1.5#:#1.5#:#1.5,1.5,1.5,1
4715,BREAD_LOAF_SANDWICH,13,3345,0,6,0,0,0,0,BREAD~2#:#LOAF~2#:#SANDWICH~2,6.5#:#6.5#:#6.5,6.5,6.5,1
4716,BREAD_SANDWICH_SOFT,8,3345,0,6,0,0,0,0,BREAD~2#:#SANDWICH~2#:#SOFT~2,4.0#:#4.0#:#4.0,4.0,4.0,1
4717,BREAD_GOLD#HARVEST_SANDWICH,11,3345,0,6,0,0,0,0,BREAD~2#:#GOLD#HARVEST~2#:#SANDWICH~2,5.5#:#5.5#:#5.5,5.5,5.5,1
4718,LOAF_SANDWICH_SOFT,8,3345,0,6,0,0,0,0,LOAF~2#:#SANDWICH~2#:#SOFT~2,4.0#:#4.0#:#4.0,4.0,4.0,1
4719,GOLD#HARVEST_LOAF_SANDWICH,9,3345,0,6,0,0,0,0,GOLD#HARVEST~2#:#LOAF~2#:#SANDWICH~2,4.5#:#4.5#:#4.5,4.5,4.5,1
4720,GOLD#HARVEST_LOAF_SOFT,4,3345,0,6,0,0,0,0,GOLD#HARVEST~2#:#LOAF~2#:#SOFT~2,2.0#:#2.0#:#2.0,2.0,2.0,1
4721,GOLD#HARVEST_SANDWICH_SOFT,4,3345,0,6,0,0,0,0,GOLD#HARVEST~2#:#SANDWICH~2#:#SOFT~2,2.0#:#2.0#:#2.0,2.0,2.0,1
4722,BREAD_CRACKERS_LOAF,2,3345,0,6,0,0,0,0,BREAD~2#:#CRACKERS~2#:#LOAF~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4723,BREAD_CRACKERS_STYLE,2,3345,0,6,0,0,0,0,BREAD~2#:#CRACKERS~2#:#STYLE~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4724,BREAD_CRACKERS_WHEAT,2,3345,0,6,0,0,0,0,BREAD~2#:#CRACKERS~2#:#WHEAT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4725,BREAD_CRACKERS_GOLD#HARVEST,2,3345,0,6,0,0,0,0,BREAD~2#:#CRACKERS~2#:#GOLD#HARVEST~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4726,BREAD_LOAF_STYLE,4,3345,0,6,0,0,0,0,BREAD~2#:#LOAF~2#:#STYLE~2,2.0#:#2.0#:#2.0,2.0,2.0,1
4727,BREAD_LOAF_WHEAT,5,3345,0,6,0,0,0,0,BREAD~2#:#LOAF~2#:#WHEAT~2,2.5#:#2.5#:#2.5,2.5,2.5,1
4728,BREAD_SANDWICH_STYLE,2,3345,0,6,0,0,0,0,BREAD~2#:#SANDWICH~2#:#STYLE~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4729,BREAD_SANDWICH_WHEAT,5,3345,0,6,0,0,0,0,BREAD~2#:#SANDWICH~2#:#WHEAT~2,2.5#:#2.5#:#2.5,2.5,2.5,1
4730,BREAD_STYLE_WHEAT,2,3345,0,6,0,0,0,0,BREAD~2#:#STYLE~2#:#WHEAT~2,1.0#:#1.0#:#1.0,1.0,1.0,1
4731,BREAD_GOLD#HARVEST_STYLE,2,3345,0,6,0,0,0,0,BREAD~2#:#GOLD#HARVEST~2#:#STYLE~2,1.0#:#1.0#:#1.0,1.0,1.0,1
