,comb_str,comb_freq,comb_size,imp_flag,bkt_below_10_cnt,bkt_10_20_cnt,bkt_20_50_cnt,bkt_50_100_cnt,bkt_100_above,comb_detail_str,conf_detail_str,conf_max,conf_min,conf_flag
98,TOO#YUMM,15,3345,0,2,0,0,0,0,TOO#YUMM~2,7.5,7.5,7.5,1
99,ONION,26,3345,0,2,0,0,0,0,ONION~2,13.0,13.0,13.0,1
100,SOUR,24,3345,0,2,0,0,0,0,SOUR~2,12.0,12.0,12.0,1
101,SNACK,105,3345,0,2,0,0,0,0,SNACK~3,35.0,35.0,35.0,1
102,MASALA,13,3345,0,2,0,0,0,0,MASALA~2,6.5,6.5,6.5,1
103,TORTILLA,10,3345,0,2,0,0,0,0,TORTILLA~2,5.0,5.0,5.0,1
104,HAPPILO,10,3345,0,2,0,0,0,0,HAPPILO~2,5.0,5.0,5.0,1
105,MEXICAN,14,3345,0,2,0,0,0,0,MEXICAN~2,7.0,7.0,7.0,1
106,SALTED,11,3345,0,2,0,0,0,0,SALTED~2,5.5,5.5,5.5,1
107,ROASTED,26,3345,0,2,0,0,0,0,ROASTED~2,13.0,13.0,13.0,1
108,SMOKE,47,3345,0,2,0,0,0,0,SMOKE~2,23.5,23.5,23.5,1
109,WHITE,49,3345,1,2,0,0,0,0,WHITE~2,24.5,24.5,24.5,1
110,PEARL,15,3345,0,2,0,0,0,0,PEARL~2,7.5,7.5,7.5,1
111,BROWN,25,3345,1,2,0,0,0,0,BROWN~2,12.5,12.5,12.5,1
112,BAR,27,3345,0,2,0,0,0,0,BAR~2,13.5,13.5,13.5,1
113,PROTEIN,29,3345,0,2,0,0,0,0,PROTEIN~2,14.5,14.5,14.5,1
114,YOGA,13,3345,0,2,0,0,0,0,YOGA~2,6.5,6.5,6.5,1
115,BREAKFAST,31,3345,0,2,0,0,0,0,BREAKFAST~2,15.5,15.5,15.5,1
116,ROLLS,41,3345,0,2,0,0,0,0,ROLLS~2,20.5,20.5,20.5,1
117,MIXED,25,3345,0,2,0,0,0,0,MIXED~2,12.5,12.5,12.5,1
118,HIGH,11,3345,0,2,0,0,0,0,HIGH~2,5.5,5.5,5.5,1
119,INSTANT,11,3345,0,2,0,0,0,0,INSTANT~2,5.5,5.5,5.5,1
120,OATS,11,3345,0,2,0,0,0,0,OATS~2,5.5,5.5,5.5,1
121,PLAIN,11,3345,0,2,0,0,0,0,PLAIN~2,5.5,5.5,5.5,1
122,MULTIGRAIN,11,3345,0,2,0,0,0,0,MULTIGRAIN~2,5.5,5.5,5.5,1
123,SEEDS,10,3345,0,2,0,0,0,0,SEEDS~2,5.0,5.0,5.0,1
124,CUP,30,3345,0,2,0,0,0,0,CUP~2,15.0,15.0,15.0,1
125,DESSERT,32,3345,0,2,0,0,0,0,DESSERT~2,16.0,16.0,16.0,1
126,POWDER,28,3345,1,2,0,0,0,0,POWDER~2,14.0,14.0,14.0,1
127,FOR,37,3345,1,2,0,0,0,0,FOR~2,18.5,18.5,18.5,1
128,SYRUP,13,3345,0,2,0,0,0,0,SYRUP~2,6.5,6.5,6.5,1
129,BAKING,10,3345,0,2,0,0,0,0,BAKING~2,5.0,5.0,5.0,1
130,DRY,15,3345,1,2,0,0,0,0,DRY~2,7.5,7.5,7.5,1
131,APPLE,47,3345,1,2,0,0,0,0,APPLE~2,23.5,23.5,23.5,1
132,BAKE,17,3345,0,2,0,0,0,0,BAKE~2,8.5,8.5,8.5,1
133,CINNAMON,14,3345,0,2,0,0,0,0,CINNAMON~2,7.0,7.0,7.0,1
134,MUFFIN,20,3345,0,2,0,0,0,0,MUFFIN~2,10.0,10.0,10.0,1
135,PILLSBURY,15,3345,0,2,0,0,0,0,PILLSBURY~2,7.5,7.5,7.5,1
136,COCOA,14,3345,0,2,0,0,0,0,COCOA~2,7.0,7.0,7.0,1
137,CADBURY,10,3345,0,2,0,0,0,0,CADBURY~2,5.0,5.0,5.0,1
138,CHOCOLATE,68,3345,0,2,0,0,0,0,CHOCOLATE~2,34.0,34.0,34.0,1
139,PREMIUM,78,3345,0,2,0,0,0,0,PREMIUM~2,39.0,39.0,39.0,1
140,OIL,16,3345,1,2,0,0,0,0,OIL~2,8.0,8.0,8.0,1
141,COCONUT,13,3345,1,2,0,0,0,0,COCONUT~2,6.5,6.5,6.5,1
142,WHEAT,16,3345,0,2,0,0,0,0,WHEAT~2,8.0,8.0,8.0,1
143,RAW,22,3345,0,2,0,0,0,0,RAW~2,11.0,11.0,11.0,1
144,INDIA,20,3345,0,2,0,0,0,0,INDIA~2,10.0,10.0,10.0,1
145,FRENCH,14,3345,0,2,0,0,0,0,FRENCH~2,7.0,7.0,7.0,1
146,HOUSE,10,3345,0,2,0,0,0,0,HOUSE~2,5.0,5.0,5.0,1
147,DONUT,27,3345,0,2,0,0,0,0,DONUT~2,13.5,13.5,13.5,1
148,MINT,41,3345,1,2,0,0,0,0,MINT~2,20.5,20.5,20.5,1
149,AMUL,127,3345,0,2,0,0,0,0,AMUL~3,42.33,42.33,42.33,1
150,JUICE,55,3345,0,2,0,0,0,0,JUICE~2,27.5,27.5,27.5,1
151,RASPBERRY,19,3345,0,2,0,0,0,0,RASPBERRY~2,9.5,9.5,9.5,1
152,REAL,39,3345,0,2,0,0,0,0,REAL~2,19.5,19.5,19.5,1
153,FAT,40,3345,0,2,0,0,0,0,FAT~2,20.0,20.0,20.0,1
154,NESTLE,16,3345,0,2,0,0,0,0,NESTLE~2,8.0,8.0,8.0,1
155,PASTA,44,3345,0,2,0,0,0,0,PASTA~2,22.0,22.0,22.0,1
156,TOMATO,23,3345,0,2,0,0,0,0,TOMATO~2,11.5,11.5,11.5,1
157,TUNA,13,3345,0,2,0,0,0,0,TUNA~2,6.5,6.5,6.5,1
158,LIGHT,17,3345,1,2,0,0,0,0,LIGHT~2,8.5,8.5,8.5,1
159,LARGE,43,3345,0,2,0,0,0,0,LARGE~2,21.5,21.5,21.5,1
160,BOX,11,3345,0,2,0,0,0,0,BOX~2,5.5,5.5,5.5,1
161,ULTRA,12,3345,1,2,0,0,0,0,ULTRA~2,6.0,6.0,6.0,1
162,CLEAR,16,3345,0,2,0,0,0,0,CLEAR~2,8.0,8.0,8.0,1
163,PARTY,15,3345,0,2,0,0,0,0,PARTY~2,7.5,7.5,7.5,1
164,PLATES,44,3345,0,2,0,0,0,0,PLATES~2,22.0,22.0,22.0,1
165,KNORR,11,3345,0,2,0,0,0,0,KNORR~2,5.5,5.5,5.5,1
166,MUSHROOM,12,3345,0,2,0,0,0,0,MUSHROOM~2,6.0,6.0,6.0,1
167,CHICKEN,333,3345,0,2,0,0,0,0,CHICKEN~3,111.0,111.0,100.0,1
168,SERVE,19,3345,0,2,0,0,0,0,SERVE~2,9.5,9.5,9.5,1
169,SINGLE,16,3345,0,2,0,0,0,0,SINGLE~2,8.0,8.0,8.0,1
170,FOOD,27,3345,0,2,0,0,0,0,FOOD~2,13.5,13.5,13.5,1
171,COUPON#DISCOUNT#GROCERY,10,3345,0,2,0,0,0,0,COUPON#DISCOUNT#GROCERY~2,5.0,5.0,5.0,1
172,CAT,18,3345,0,2,0,0,0,0,CAT~2,9.0,9.0,9.0,1
173,WET,14,3345,1,2,0,0,0,0,WET~2,7.0,7.0,7.0,1
174,FRESH,351,3345,1,2,0,0,0,0,FRESH~3,117.0,117.0,100.0,1
175,DROOLS,10,3345,0,2,0,0,0,0,DROOLS~2,5.0,5.0,5.0,1
176,TREATS,14,3345,0,2,0,0,0,0,TREATS~2,7.0,7.0,7.0,1
177,DOG,29,3345,0,2,0,0,0,0,DOG~2,14.5,14.5,14.5,1
178,HEALTH,13,3345,0,2,0,0,0,0,HEALTH~2,6.5,6.5,6.5,1
179,SPRAY,21,3345,1,2,0,0,0,0,SPRAY~2,10.5,10.5,10.5,1
180,VARIETY,10,3345,0,2,0,0,0,0,VARIETY~2,5.0,5.0,5.0,1
181,QUALITY,14,3345,0,2,0,0,0,0,QUALITY~2,7.0,7.0,7.0,1
182,GEL,15,3345,1,2,0,0,0,0,GEL~2,7.5,7.5,7.5,1
183,COMFORT,12,3345,1,2,0,0,0,0,COMFORT~2,6.0,6.0,6.0,1
184,WASH,12,3345,1,2,0,0,0,0,WASH~2,6.0,6.0,6.0,1
185,BAGS,11,3345,0,2,0,0,0,0,BAGS~2,5.5,5.5,5.5,1
186,SIZE,39,3345,0,2,0,0,0,0,SIZE~2,19.5,19.5,19.5,1
187,LOAF,34,3345,0,2,0,0,0,0,LOAF~2,17.0,17.0,17.0,1
188,STICK,50,3345,1,2,0,0,0,0,STICK~2,25.0,25.0,25.0,1
189,GODREJ,55,3345,0,2,0,0,0,0,GODREJ~2,27.5,27.5,27.5,1
190,TROPICAL,15,3345,0,2,0,0,0,0,TROPICAL~2,7.5,7.5,7.5,1
191,LAVENDER,11,3345,1,2,0,0,0,0,LAVENDER~2,5.5,5.5,5.5,1
192,BLOCK,21,3345,0,2,0,0,0,0,BLOCK~2,10.5,10.5,10.5,1
193,URBAN,28,3345,0,2,0,0,0,0,URBAN~2,14.0,14.0,14.0,1
194,BEANS,24,3345,0,2,0,0,0,0,BEANS~2,12.0,12.0,12.0,1
195,WINGREENS,33,3345,0,2,0,0,0,0,WINGREENS~2,16.5,16.5,16.5,1
196,WHOLE,23,3345,0,2,0,0,0,0,WHOLE~2,11.5,11.5,11.5,1
197,EAT,27,3345,0,2,0,0,0,0,EAT~2,13.5,13.5,13.5,1
198,PRASUMA,33,3345,0,2,0,0,0,0,PRASUMA~2,16.5,16.5,16.5,1
199,FROZEN,40,3345,0,2,0,0,0,0,FROZEN~2,20.0,20.0,20.0,1
200,YUMMIEZ,39,3345,0,2,0,0,0,0,YUMMIEZ~2,19.5,19.5,19.5,1
201,ITALIAN,20,3345,0,2,0,0,0,0,ITALIAN~2,10.0,10.0,10.0,1
202,BURGER,20,3345,0,2,0,0,0,0,BURGER~2,10.0,10.0,10.0,1
203,CRISPY,20,3345,0,2,0,0,0,0,CRISPY~2,10.0,10.0,10.0,1
204,VENKY,18,3345,0,2,0,0,0,0,VENKY~2,9.0,9.0,9.0,1
205,MEAL,22,3345,0,2,0,0,0,0,MEAL~2,11.0,11.0,11.0,1
206,CHEF#ITC#MASTER,19,3345,0,2,0,0,0,0,CHEF#ITC#MASTER~2,9.5,9.5,9.5,1
207,BITE,16,3345,0,2,0,0,0,0,BITE~2,8.0,8.0,8.0,1
208,BONELESS,40,3345,0,2,0,0,0,0,BONELESS~2,20.0,20.0,20.0,1
209,WINGS,13,3345,0,2,0,0,0,0,WINGS~2,6.5,6.5,6.5,1
210,ORANGE,25,3345,0,2,0,0,0,0,ORANGE~2,12.5,12.5,12.5,1
211,PIE,17,3345,0,2,0,0,0,0,PIE~2,8.5,8.5,8.5,1
212,BREAST,28,3345,0,2,0,0,0,0,BREAST~2,14.0,14.0,14.0,1
213,CHEDDAR,33,3345,0,2,0,0,0,0,CHEDDAR~2,16.5,16.5,16.5,1
214,CUTS,63,3345,0,2,0,0,0,0,CUTS~2,31.5,31.5,31.5,1
215,LICIOUS,51,3345,0,2,0,0,0,0,LICIOUS~2,25.5,25.5,25.5,1
216,SAUSAGE,50,3345,0,2,0,0,0,0,SAUSAGE~2,25.0,25.0,25.0,1
217,GOAT,10,3345,0,2,0,0,0,0,GOAT~2,5.0,5.0,5.0,1
218,THIN,15,3345,0,2,0,0,0,0,THIN~2,7.5,7.5,7.5,1
219,BONES,11,3345,0,2,0,0,0,0,BONES~2,5.5,5.5,5.5,1
220,HAM,31,3345,0,2,0,0,0,0,HAM~2,15.5,15.5,15.5,1
221,SALAD,54,3345,0,2,0,0,0,0,SALAD~2,27.0,27.0,27.0,1
222,SALAMI,26,3345,0,2,0,0,0,0,SALAMI~2,13.0,13.0,13.0,1
223,FRESHLY#PREPARED,13,3345,0,2,0,0,0,0,FRESHLY#PREPARED~2,6.5,6.5,6.5,1
224,MOZZARELLA,15,3345,0,2,0,0,0,0,MOZZARELLA~2,7.5,7.5,7.5,1
225,PIECES,24,3345,0,2,0,0,0,0,PIECES~2,12.0,12.0,12.0,1
226,THIGH,10,3345,0,2,0,0,0,0,THIGH~2,5.0,5.0,5.0,1
227,BACON,13,3345,0,2,0,0,0,0,BACON~2,6.5,6.5,6.5,1
228,CUBES,21,3345,0,2,0,0,0,0,CUBES~2,10.5,10.5,10.5,1
229,FAMILY,15,3345,0,2,0,0,0,0,FAMILY~2,7.5,7.5,7.5,1
230,BLACK,37,3345,1,2,0,0,0,0,BLACK~2,18.5,18.5,18.5,1
231,GARLIC,25,3345,0,2,0,0,0,0,GARLIC~2,12.5,12.5,12.5,1
232,CURRY,14,3345,0,2,0,0,0,0,CURRY~2,7.0,7.0,7.0,1
233,FILLET,33,3345,0,2,0,0,0,0,FILLET~2,16.5,16.5,16.5,1
234,SMALL,10,3345,0,2,0,0,0,0,SMALL~2,5.0,5.0,5.0,1
235,BARBECUE,11,3345,0,2,0,0,0,0,BARBECUE~2,5.5,5.5,5.5,1
236,BASED#PLANT,14,3345,0,2,0,0,0,0,BASED#PLANT~2,7.0,7.0,7.0,1
237,MEATIGO,13,3345,0,2,0,0,0,0,MEATIGO~2,6.5,6.5,6.5,1
238,BAGELS,16,3345,0,2,0,0,0,0,BAGELS~2,8.0,8.0,8.0,1
239,BREAD,72,3345,0,2,0,0,0,0,BREAD~2,36.0,36.0,36.0,1
240,MODERN,15,3345,0,2,0,0,0,0,MODERN~2,7.5,7.5,7.5,1
241,PUMPKIN,20,3345,0,2,0,0,0,0,PUMPKIN~2,10.0,10.0,10.0,1
242,ENGLISH,20,3345,0,2,0,0,0,0,ENGLISH~2,10.0,10.0,10.0,1
243,GOLD#HARVEST,30,3345,0,2,0,0,0,0,GOLD#HARVEST~2,15.0,15.0,15.0,1
244,PERCENT,13,3345,0,2,0,0,0,0,PERCENT~2,6.5,6.5,6.5,1
245,BAKERY,13,3345,0,2,0,0,0,0,BAKERY~2,6.5,6.5,6.5,1
246,BUNS,24,3345,0,2,0,0,0,0,BUNS~2,12.0,12.0,12.0,1
247,ASSORTED,14,3345,0,2,0,0,0,0,ASSORTED~2,7.0,7.0,7.0,1
248,MONGINIS,30,3345,0,2,0,0,0,0,MONGINIS~2,15.0,15.0,15.0,1
249,CHERRY,13,3345,1,2,0,0,0,0,CHERRY~2,6.5,6.5,6.5,1
250,HASS,18,3345,0,2,0,0,0,0,HASS~2,9.0,9.0,9.0,1
251,AVOCADO,18,3345,0,2,0,0,0,0,AVOCADO~2,9.0,9.0,9.0,1
252,MEDIUM,18,3345,0,2,0,0,0,0,MEDIUM~2,9.0,9.0,9.0,1
253,RELIANCE,28,3345,0,2,0,0,0,0,RELIANCE~2,14.0,14.0,14.0,1
254,DRIED,13,3345,0,2,0,0,0,0,DRIED~2,6.5,6.5,6.5,1
255,SEEDLESS,20,3345,0,2,0,0,0,0,SEEDLESS~2,10.0,10.0,10.0,1
256,CARB,14,3345,0,2,0,0,0,0,CARB~2,7.0,7.0,7.0,1
257,GRAPES,20,3345,0,2,0,0,0,0,GRAPES~2,10.0,10.0,10.0,1
258,LOOSE,24,3345,0,2,0,0,0,0,LOOSE~2,12.0,12.0,12.0,1
259,YELLOW,25,3345,0,2,0,0,0,0,YELLOW~2,12.5,12.5,12.5,1
260,MANGO,12,3345,0,2,0,0,0,0,MANGO~2,6.0,6.0,6.0,1
261,LEAVES,11,3345,0,2,0,0,0,0,LEAVES~2,5.5,5.5,5.5,1
262,HERB,16,3345,0,2,0,0,0,0,HERB~2,8.0,8.0,8.0,1
263,YOGURT,42,3345,0,2,0,0,0,0,YOGURT~2,21.0,21.0,21.0,1
264,PINEAPPLE,12,3345,0,2,0,0,0,0,PINEAPPLE~2,6.0,6.0,6.0,1
265,KOMBUCHA,10,3345,0,2,0,0,0,0,KOMBUCHA~2,5.0,5.0,5.0,1
266,EPIGAMIA,40,3345,0,2,0,0,0,0,EPIGAMIA~2,20.0,20.0,20.0,1
267,HUMMUS,15,3345,0,2,0,0,0,0,HUMMUS~2,7.5,7.5,7.5,1
268,OLIVES,11,3345,0,2,0,0,0,0,OLIVES~2,5.5,5.5,5.5,1
269,SENSODYNE,18,3345,1,2,0,0,0,0,SENSODYNE~2,9.0,9.0,9.0,1
270,TOOTHPASTE,29,3345,1,2,0,0,0,0,TOOTHPASTE~2,14.5,14.5,14.5,1
271,SENSITIVE,13,3345,1,2,0,0,0,0,SENSITIVE~2,6.5,6.5,6.5,1
272,LIP,11,3345,1,2,0,0,0,0,LIP~2,5.5,5.5,5.5,1
273,NIVEA,20,3345,1,2,0,0,0,0,NIVEA~2,10.0,10.0,10.0,1
274,BATH,13,3345,1,2,0,0,0,0,BATH~2,6.5,6.5,6.5,1
275,DOVE,25,3345,1,2,0,0,0,0,DOVE~2,12.5,12.5,12.5,1
276,BODY,16,3345,1,2,0,0,0,0,BODY~2,8.0,8.0,8.0,1
277,MEN,26,3345,1,2,0,0,0,0,MEN~2,13.0,13.0,13.0,1
278,FOUNDATION,14,3345,1,2,0,0,0,0,FOUNDATION~2,7.0,7.0,7.0,1
279,MAYBELLINE,11,3345,1,2,0,0,0,0,MAYBELLINE~2,5.5,5.5,5.5,1
280,LAKM,14,3345,1,2,0,0,0,0,LAKM~2,7.0,7.0,7.0,1
281,CANADA#FACES,10,3345,0,2,0,0,0,0,CANADA#FACES~2,5.0,5.0,5.0,1
282,LIPSTICK#MATTE,10,3345,0,2,0,0,0,0,LIPSTICK#MATTE~2,5.0,5.0,5.0,1
283,DEODORANT,43,3345,1,2,0,0,0,0,DEODORANT~2,21.5,21.5,21.5,1
284,WILD,13,3345,1,2,0,0,0,0,WILD~2,6.5,6.5,6.5,1
285,WOMEN,15,3345,1,2,0,0,0,0,WOMEN~2,7.5,7.5,7.5,1
286,CARAMEL,10,3345,0,2,0,0,0,0,CARAMEL~2,5.0,5.0,5.0,1
287,UNSWEETENED,11,3345,0,2,0,0,0,0,UNSWEETENED~2,5.5,5.5,5.5,1
288,PROCESSED,10,3345,0,2,0,0,0,0,PROCESSED~2,5.0,5.0,5.0,1
289,SHREDDED,18,3345,0,2,0,0,0,0,SHREDDED~2,9.0,9.0,9.0,1
290,DAIRY,26,3345,0,2,0,0,0,0,DAIRY~2,13.0,13.0,13.0,1
291,EGGS,23,3345,0,2,0,0,0,0,EGGS~2,11.5,11.5,11.5,1
292,PUDDING,12,3345,0,2,0,0,0,0,PUDDING~2,6.0,6.0,6.0,1
293,SIGNATURE,15,3345,0,2,0,0,0,0,SIGNATURE~2,7.5,7.5,7.5,1
294,BAKER,11,3345,0,2,0,0,0,0,BAKER~2,5.5,5.5,5.5,1
295,GRAM_PACK,74,3345,1,4,0,0,0,0,GRAM~2#:#PACK~3,37.0#:#24.67,37.0,24.67,1
296,ORIGINAL_PACK,4,3345,2,4,0,0,0,0,ORIGINAL~2#:#PACK~3,2.0#:#1.33,2.0,1.33,1
297,CRACKERS_PACK,5,3345,1,4,0,0,0,0,CRACKERS~2#:#PACK~3,2.5#:#1.67,2.5,1.67,1
298,GRAM_ORIGINAL,2,3345,1,4,0,0,0,0,GRAM~2#:#ORIGINAL~2,1.0#:#1.0,1.0,1.0,1
299,CRACKERS_GRAM,3,3345,0,4,0,0,0,0,CRACKERS~2#:#GRAM~2,1.5#:#1.5,1.5,1.5,1
300,CRACKERS_ORIGINAL,3,3345,1,4,0,0,0,0,CRACKERS~2#:#ORIGINAL~2,1.5#:#1.5,1.5,1.5,1
301,COOKIES_PACK,9,3345,1,4,0,0,0,0,COOKIES~2#:#PACK~3,4.5#:#3.0,4.5,3.0,1
302,CRANBERRY_PACK,4,3345,1,4,0,0,0,0,CRANBERRY~2#:#PACK~3,2.0#:#1.33,2.0,1.33,1
303,COOKIES_GRAM,4,3345,0,4,0,0,0,0,COOKIES~2#:#GRAM~2,2.0#:#2.0,2.0,2.0,1
304,ALMOND_COOKIES,2,3345,1,4,0,0,0,0,ALMOND~2#:#COOKIES~2,1.0#:#1.0,1.0,1.0,1
305,CRANBERRY_GRAM,3,3345,0,4,0,0,0,0,CRANBERRY~2#:#GRAM~2,1.5#:#1.5,1.5,1.5,1
306,BRITANNIA_CREAMY,34,3345,1,4,0,0,0,0,BRITANNIA~3#:#CREAMY~3,11.33#:#11.33,11.33,11.33,1
307,BRITANNIA_PACK,42,3345,1,4,0,0,0,0,BRITANNIA~3#:#PACK~3,14.0#:#14.0,14.0,14.0,1
308,BRITANNIA_BUTTER,8,3345,1,4,0,0,0,0,BRITANNIA~3#:#BUTTER~2,2.67#:#4.0,4.0,2.67,1
309,BRITANNIA_GOOD,3,3345,0,4,0,0,0,0,BRITANNIA~3#:#GOOD~2,1.0#:#1.5,1.5,1.0,1
310,BRITANNIA_GRAM,3,3345,0,4,0,0,0,0,BRITANNIA~3#:#GRAM~2,1.0#:#1.5,1.5,1.0,1
311,BRITANNIA_COOKIES,7,3345,0,4,0,0,0,0,BRITANNIA~3#:#COOKIES~2,2.33#:#3.5,3.5,2.33,1
312,CREAMY_PACK,10,3345,2,4,0,0,0,0,CREAMY~3#:#PACK~3,3.33#:#3.33,3.33,3.33,1
313,BUTTER_CREAMY,2,3345,2,4,0,0,0,0,BUTTER~2#:#CREAMY~3,1.0#:#0.67,1.0,0.67,0
314,COOKIES_CREAMY,9,3345,1,4,0,0,0,0,COOKIES~2#:#CREAMY~3,4.5#:#3.0,4.5,3.0,1
315,BUTTER_PACK,17,3345,2,4,0,0,0,0,BUTTER~2#:#PACK~3,8.5#:#5.67,8.5,5.67,1
316,BUTTER_GOOD,2,3345,1,4,0,0,0,0,BUTTER~2#:#GOOD~2,1.0#:#1.0,1.0,1.0,1
317,BUTTER_GRAM,22,3345,1,4,0,0,0,0,BUTTER~2#:#GRAM~2,11.0#:#11.0,11.0,11.0,1
318,BUTTER_COOKIES,7,3345,1,4,0,0,0,0,BUTTER~2#:#COOKIES~2,3.5#:#3.5,3.5,3.5,1
319,COOKIES_GOOD,3,3345,0,4,0,0,0,0,COOKIES~2#:#GOOD~2,1.5#:#1.5,1.5,1.5,1
320,FARM_PACK,2,3345,1,4,0,0,0,0,FARM~2#:#PACK~3,1.0#:#0.67,1.0,0.67,0
321,PACK_PIZZA,2,3345,1,4,0,0,0,0,PACK~3#:#PIZZA~2,0.67#:#1.0,1.0,0.67,0
322,FARM_GRAM,2,3345,0,4,0,0,0,0,FARM~2#:#GRAM~2,1.0#:#1.0,1.0,1.0,1
323,FLAVOUR_PACK,12,3345,2,4,0,0,0,0,FLAVOUR~3#:#PACK~3,4.0#:#4.0,4.0,4.0,1
324,BUTTER_FLAVOUR,2,3345,2,4,0,0,0,0,BUTTER~2#:#FLAVOUR~3,1.0#:#0.67,1.0,0.67,0
325,CAKES_FLAVOUR,6,3345,1,4,0,0,0,0,CAKES~2#:#FLAVOUR~3,3.0#:#2.0,3.0,2.0,1
326,CORN_PACK,4,3345,1,4,0,0,0,0,CORN~2#:#PACK~3,2.0#:#1.33,2.0,1.33,1
327,CAKES_PACK,22,3345,1,4,0,0,0,0,CAKES~2#:#PACK~3,11.0#:#7.33,11.0,7.33,1
328,CAKES_GRAM,2,3345,0,4,0,0,0,0,CAKES~2#:#GRAM~2,1.0#:#1.0,1.0,1.0,1
329,BUTTER_PEANUT,13,3345,1,4,0,0,0,0,BUTTER~2#:#PEANUT~2,6.5#:#6.5,6.5,6.5,1
330,BUTTER_SANDWICH,2,3345,1,4,0,0,0,0,BUTTER~2#:#SANDWICH~2,1.0#:#1.0,1.0,1.0,1
331,COOKIES_PEANUT,3,3345,0,4,0,0,0,0,COOKIES~2#:#PEANUT~2,1.5#:#1.5,1.5,1.5,1
332,COOKIES_SANDWICH,3,3345,0,4,0,0,0,0,COOKIES~2#:#SANDWICH~2,1.5#:#1.5,1.5,1.5,1
333,BRITANNIA_CLASSIC,6,3345,0,4,0,0,0,0,BRITANNIA~3#:#CLASSIC~2,2.0#:#3.0,3.0,2.0,1
334,BRITANNIA_CRACKERS,9,3345,0,4,0,0,0,0,BRITANNIA~3#:#CRACKERS~2,3.0#:#4.5,4.5,3.0,1
335,HIMALAYAN_NATURAL,3,3345,2,4,0,0,0,0,HIMALAYAN~2#:#NATURAL~2,1.5#:#1.5,1.5,1.5,1
336,HIMALAYAN_WATER,5,3345,2,4,0,0,0,0,HIMALAYAN~2#:#WATER~2,2.5#:#2.5,2.5,2.5,1
337,NATURAL_WATER,3,3345,2,4,0,0,0,0,NATURAL~2#:#WATER~2,1.5#:#1.5,1.5,1.5,1
338,COFFEE_DRINK,3,3345,1,4,0,0,0,0,COFFEE~2#:#DRINK~2,1.5#:#1.5,1.5,1.5,1
339,COFFEE_READY#TO,3,3345,1,4,0,0,0,0,COFFEE~2#:#READY#TO~2,1.5#:#1.5,1.5,1.5,1
340,DRINK_READY#TO,13,3345,0,4,0,0,0,0,DRINK~2#:#READY#TO~2,6.5#:#6.5,6.5,6.5,1
341,BEVERAGE_DRINK,11,3345,0,4,0,0,0,0,BEVERAGE~2#:#DRINK~2,5.5#:#5.5,5.5,5.5,1
342,BEVERAGE_ENERGY,2,3345,0,4,0,0,0,0,BEVERAGE~2#:#ENERGY~2,1.0#:#1.0,1.0,1.0,1
343,BEVERAGE_FREE,3,3345,1,4,0,0,0,0,BEVERAGE~2#:#FREE~2,1.5#:#1.5,1.5,1.5,1
344,BEVERAGE_RED,2,3345,1,4,0,0,0,0,BEVERAGE~2#:#RED~2,1.0#:#1.0,1.0,1.0,1
345,DRINK_ENERGY,5,3345,0,4,0,0,0,0,DRINK~2#:#ENERGY~2,2.5#:#2.5,2.5,2.5,1
346,DRINK_FREE,3,3345,1,4,0,0,0,0,DRINK~2#:#FREE~2,1.5#:#1.5,1.5,1.5,1
347,DRINK_LOW,4,3345,0,4,0,0,0,0,DRINK~2#:#LOW~2,2.0#:#2.0,2.0,2.0,1
348,DRINK_RED,2,3345,1,4,0,0,0,0,DRINK~2#:#RED~2,1.0#:#1.0,1.0,1.0,1
349,DRINK_SUGAR,7,3345,1,4,0,0,0,0,DRINK~2#:#SUGAR~2,3.5#:#3.5,3.5,3.5,1
350,ENERGY_RED,2,3345,1,4,0,0,0,0,ENERGY~2#:#RED~2,1.0#:#1.0,1.0,1.0,1
351,ENERGY_SUGAR,2,3345,1,4,0,0,0,0,ENERGY~2#:#SUGAR~2,1.0#:#1.0,1.0,1.0,1
352,FREE_LOW,3,3345,1,4,0,0,0,0,FREE~2#:#LOW~2,1.5#:#1.5,1.5,1.5,1
353,FREE_SUGAR,10,3345,2,4,0,0,0,0,FREE~2#:#SUGAR~2,5.0#:#5.0,5.0,5.0,1
354,LOW_SUGAR,3,3345,1,4,0,0,0,0,LOW~2#:#SUGAR~2,1.5#:#1.5,1.5,1.5,1
355,RED_SUGAR,2,3345,2,4,0,0,0,0,RED~2#:#SUGAR~2,1.0#:#1.0,1.0,1.0,1
356,DRINK_FLAVOUR,15,3345,1,4,0,0,0,0,DRINK~2#:#FLAVOUR~3,7.5#:#5.0,7.5,5.0,1
357,FLAVOUR_STRAWBERRY,10,3345,2,4,0,0,0,0,FLAVOUR~3#:#STRAWBERRY~2,3.33#:#5.0,5.0,3.33,1
358,BOAT#PAPER_FLAVOUR,5,3345,1,4,0,0,0,0,BOAT#PAPER~2#:#FLAVOUR~3,2.5#:#1.67,2.5,1.67,1
359,DRINK_STRAWBERRY,2,3345,1,4,0,0,0,0,DRINK~2#:#STRAWBERRY~2,1.0#:#1.0,1.0,1.0,1
360,BOAT#PAPER_DRINK,9,3345,0,4,0,0,0,0,BOAT#PAPER~2#:#DRINK~2,4.5#:#4.5,4.5,4.5,1
361,BOAT#PAPER_STRAWBERRY,2,3345,1,4,0,0,0,0,BOAT#PAPER~2#:#STRAWBERRY~2,1.0#:#1.0,1.0,1.0,1
